key,0,1,2
#,Name,AttackType,Recast<100ms>
int32,str,int32,int32
13735,"尾部碎擊",打,60,
13736,"執行程式",,0,
13737,"最佳化",魔法,0,
13738,"初始化",魔法,0,
13739,"太陽神的審判",魔法,100,
13740,"復仇之魂",魔法,150,
13741,"黃泉之風",魔法,100,
13742,"鈍麻視線",魔法,100,
13743,"猛力踏",打,150,
13744,"小型隕石",魔法,150,
13745,"熾熱吐息",魔法,150,
13746,"火焰",魔法,30,
13747,"火焰",魔法,30,
13748,"火焰",魔法,30,
13749,"火焰",魔法,30,
13750,"",,0,
13751,"",,0,
13752,"",,0,
13753,"",,0,
13754,"",,0,
13755,"",,0,
13756,"",,0,
13757,"突然變異",,0,
13758,"突然變異",,0,
13759,"突然變異",,0,
13760,"突然變異",,0,
13761,"突然變異",,0,
13762,"突然變異",,0,
13763,"突然變異",,0,
13764,"突然變異",,0,
13765,"突然變異",,0,
13766,"突然變異",,0,
13767,"適應環境",,0,
13768,"適應環境",,0,
13769,"適應環境",,0,
13770,"適應環境",,0,
13771,"適應環境",,0,
13772,"●氷柱召喚",,0,
13773,"●火球召喚",,0,
13774,"",斬,0,
13775,"",斬,0,
13776,"",斬,0,
13777,"",突,0,
13778,"",斬,0,
13779,"",打,0,
13780,"",打,0,
13781,"",打,0,
13782,"",斬,0,
13783,"",打,0,
13784,"恐懼視線",魔法,0,
13785,"龜足踏",打,180,
13786,"未終針",突,180,
13787,"染血爪",斬,150,
13788,"黑暗",魔法,180,
13789,"化水",魔法,180,
13790,"懾骨怒吼",打,120,
13791,"魔法錘",魔法,200,
13792,"象鼻抽打",打,120,
13793,"離子流出",魔法,0,
13794,"胡亂咬",突,120,
13795,"浸泡",魔法,180,
13796,"暴怒斧",斬,180,
13797,"迴旋踢",打,180,
13798,"巨岩",魔法,150,
13799,"重力",魔法,200,
13800,"擊倒",打,120,
13801,"毆打",打,180,
13802,"交錯收割",斬,180,
13803,"石膚",,450,
13804,"小鋼鉗",斬,120,
13805,"穿刺",突,120,
13806,"崩潰",魔法,0,
13807,"水化砲",魔法,180,
13808,"威嚇",,300,
13809,"站裂斬",斬,120,
13810,"怪音波",魔法,150,
13811,"中巨岩",魔法,150,
13812,"驚恐之眼",魔法,200,
13813,"混沌吐息",魔法,120,
13814,"黑暗波動",魔法,180,
13815,"瘟疫詛咒",魔法,180,
13816,"電棘屏障",,300,
13817,"捕獵爪",斬,120,
13818,"剔骨獠牙",突,300,
13819,"火棘屏障",,300,
13820,"三重螺旋",打,180,
13821,"蠻力上投",打,180,
13822,"蠻力金剛臂",打,175,
13823,"迴旋踢",打,180,
13824,"猛撞",打,200,
13825,"帶電掃尾",魔法,200,
13826,"閃電",魔法,175,
13827,"泡泡吐息",魔法,180,
13828,"蟹甲流",斬,0,
13829,"甲殼強化",,300,
13830,"突進",打,0,
13831,"鋼鐵之吻",打,0,
13832,"鋼鐵之吻",打,0,
13833,"大地的憤怒",,0,
13834,"程式·歐米茄",,0,
13835,"隕星",魔法,0,
13836,"落雷",魔法,100,
13837,"大地的憤怒",斬,0,
13838,"大地的憤怒",,0,
13839,"勁風爆發",魔法,350,
13840,"唾火",魔法,200,
13841,"拍尾",魔法,150,
13842,"霉風砲",魔法,300,
13843,"唾雷",魔法,600,
13844,"終章",魔法,0,
13845,"年糕軟軟",打,0,
13846,"年糕燙燙",,0,
13847,"年糕咚咚",,0,
13848,"年糕燙燙",魔法,0,
13849,"黏鳥膠",魔法,200,
13850,"年糕軟軟",打,0,
13851,"年糕軟軟",打,0,
13852,"年糕軟軟",打,0,
13853,"攻擊",斬,0,
13854,"年糕咚咚",魔法,0,
13855,"年糕咚咚",魔法,0,
13856,"年糕咚咚",魔法,0,
13857,"年糕黏黏",打,0,
13858,"天光輪迴",,0,
13859,"天光輪迴",魔法,0,
13860,"天光輪迴",魔法,0,
13861,"北十字星",魔法,0,
13862,"執行程式",,0,
13863,"最佳化",魔法,0,
13864,"初始化",魔法,0,
13865,"北十字星",魔法,0,
13866,"真紅射線",魔法,0,
13867,"真紅射線",魔法,0,
13868,"百京火光",魔法,0,
13869,"百京火光",魔法,0,
13870,"百京火光",魔法,0,
13871,"百京火光",魔法,0,
13872,"天光輪迴",魔法,0,
13873,"冰塵",魔法,0,
13874,"冰塵",魔法,0,
13875,"飛躍重壓",打,200,
13876,"炎絲噴射",魔法,200,
13877,"炎絲噴射",魔法,200,
13878,"炎絲噴射",魔法,200,
13879,"打洞",,200,
13880,"百京火光",,0,
13881,"岩漿",魔法,0,
13882,"突然變異",,0,
13883,"突然變異",,0,
13884,"突然變異",,0,
13885,"突然變異",,0,
13886,"突然變異",,0,
13887,"突然變異",,0,
13888,"突然變異",,0,
13889,"突然變異",,0,
13890,"突然變異",,0,
13891,"突然變異",,0,
13892,"適應環境",,0,
13893,"適應環境",,0,
13894,"適應環境",,0,
13895,"適應環境",,0,
13896,"適應環境",,0,
13897,"",打,0,
13898,"",打,0,
13899,"",斬,0,
13900,"",斬,0,
13901,"放逐",魔法,30,
13902,"",打,0,
13903,"",打,0,
13904,"",斬,0,
13905,"",斬,0,
13906,"",斬,0,
13907,"萬水千針",突,180,
13908,"亂鞭",打,120,
13909,"雜音",魔法,180,
13910,"鹹水雨",魔法,180,
13911,"咬碎",斬,120,
13912,"致命尾刺",突,180,
13913,"強麻痺",魔法,300,
13914,"大剪鉗",斬,120,
13915,"熔岩吐息",魔法,180,
13916,"洪水",魔法,180,
13917,"嚎叫",,150,
13918,"消化",打,120,
13919,"黏稠液",魔法,180,
13920,"強擊",斬,150,
13921,"水化砲",魔法,180,
13922,"掙扎",打,120,
13923,"大雷電",魔法,180,
13924,"輕刺",突,200,
13925,"蜂毒素飛濺",魔法,180,
13926,"迴旋斬",斬,180,
13927,"投射水彈",魔法,600,
13928,"大火焰",魔法,150,
13929,"大爆炸",魔法,200,
13930,"大水花",魔法,180,
13931,"奇異光",魔法,180,
13932,"致命咬",斬,120,
13933,"麻痺爪",斬,180,
13934,"強放逐",魔法,180,
13935,"神聖",魔法,180,
13936,"怒髮衝冠",,180,
13937,"橫衝直撞",打,180,
13938,"突進",打,150,
13939,"地震嚎",,130,
13940,"蛇果",斬,90,
13941,"劈啪尾",打,150,
13942,"海浪飛揚",魔法,200,
13943,"迴旋斬",斬,180,
13944,"投射火焰",魔法,200,
13945,"啃咬",斬,200,
13946,"突然變異",,0,
13947,"突然變異",,0,
13948,"突然變異",,0,
13949,"突然變異",,0,
13950,"突然變異",,0,
13951,"",,300,
13952,"觸手轟擊",,0,
13953,"觸手轟擊",打,0,
13954,"突然變異",,0,
13955,"突然變異",,0,
13956,"突然變異",,0,
13957,"突然變異",,0,
13958,"突然變異",,0,
13959,"適應環境",,0,
13960,"適應環境",,0,
13961,"適應環境",,0,
13962,"適應環境",,0,
13963,"適應環境",,0,
13964,"",打,0,
13965,"",打,0,
13966,"",突,0,
13967,"",打,0,
13968,"",打,0,
13969,"",斬,0,
13970,"",打,0,
13971,"",斬,0,
13972,"",斬,0,
13973,"",斬,0,
13974,"適應環境",,0,
13975,"神名",,150,
13976,"拍手",打,180,
13977,"石腕飛拳",打,120,
13978,"沉島",打,180,
13979,"花瓣射擊",魔法,120,
13980,"奪命尖嘯彈",魔法,180,
13981,"割裂爪",斬,150,
13982,"均衡打擊",打,120,
13983,"野蠻咆哮",魔法,180,
13984,"迴轉",打,120,
13985,"橡果炸彈",魔法,180,
13986,"橡果炸裂彈",魔法,180,
13987,"鋼喙",突,120,
13988,"突風",魔法,180,
13989,"火彈",斬,150,
13990,"狂風烈火",魔法,200,
13991,"十噸橫掃",打,150,
13992,"十噸迴轉",打,200,
13993,"怒視",魔法,180,
13994,"十噸迴轉",打,180,
13995,"大地崩裂",魔法,120,
13996,"碎骨拳",打,120,
13997,"肌肉收縮",,450,
13998,"平地捶打",打,180,
13999,"龍捲風",魔法,180,
14000,"嘰嘰喳喳",魔法,180,
14001,"毆打",打,120,
14002,"迴旋尾",打,180,
14003,"驅除",斬,200,
14004,"咬合",斬,120,
14005,"推翻",魔法,0,
14006,"粉身碎骨",斬,120,
14007,"古墓",斬,180,
14008,"骨化",,450,
14009,"掀地",打,180,
14010,"粉碎衝擊",打,120,
14011,"喉歌",魔法,200,
14012,"地層斷裂",打,200,
14013,"花崗岩雨",打,180,
14014,"火球",魔法,150,
14015,"利爪",斬,120,
14016,"地府安寧",魔法,180,
14017,"死亡射線",魔法,600,
14018,"凶眼",魔法,180,
14019,"烈焰破",魔法,180,
14020,"噬咬",打,200,
14021,"尾鐮",打,180,
14022,"宰殺",斬,120,
14023,"鏽爪",斬,150,
14024,"糾纏咬",突,120,
14025,"撕裂喉嚨",斬,180,
14026,"毒液猛咬",突,200,
14027,"猛毒黏液",ブレス,180,
14028,"火球",魔法,180,
14029,"雖死猶生",,450,
14030,"地獄揮",斬,75,
14031,"銳鐵暴風",斬,180,
14032,"鱗水漣漪",魔法,180,
14033,"蜂毒素飛濺",魔法,180,
14034,"金口舌",,300,
14035,"蛛網屏",魔法,180,
14036,"",打,0,
14037,"",打,0,
14038,"",打,0,
14039,"硬腦袋",打,120,
14040,"呵斥",打,240,
14041,"黃金爪",斬,80,
14042,"自由落體",打,240,
14043,"蒼天長嘯",魔法,0,
14044,"內吹雪",,0,
14045,"外吹雪",,0,
14046,"冰狼蝕日",打,300,
14047,"大冰雪時代",魔法,0,
14048,"霜狼閃",打,0,
14049,"太古冰河",,0,
14050,"",,0,
14051,"魔力之嗥",,0,
14052,"年糕燙燙",魔法,0,
14053,"內吹雪",魔法,300,
14054,"外吹雪",魔法,300,
14055,"太古冰河",魔法,300,
14056,"嘲諷之嗥",魔法,0,
14057,"嘲諷之嗥",魔法,300,
14058,"凍結",魔法,0,
14059,"",,0,
14060,"嘲諷之嗥",,0,
14061,"雷神式聖剣技",,0,
14062,"雷神式聖剣技",,0,
14063,"極地嚎叫",魔法,0,
14064,"",打,0,
14065,"攻擊",突,0,
14066,"",打,0,
14067,"紅蓮炎",魔法,0,
14068,"鋼鐵之吻",打,0,
14069,"鋼鐵之吻",打,0,
14070,"鋼鐵之吻",打,0,
14071,"鋼鐵之吻",打,0,
14072,"大爆炸",魔法,0,
14073,"大爆炸",魔法,0,
14074,"大爆炸",魔法,0,
14075,"循環",魔法,0,
14076,"更新循環程式",,0,
14077,"惡夢",魔法,180,
14078,"火炎放射",,0,
14079,"火炎放射",魔法,0,
14080,"燃燒室排熱",魔法,0,
14081,"循環",,0,
14082,"全能之主",,0,
14083,"",,0,
14084,"大功率波動砲P",魔法,0,
14085,"擴散波動砲P",魔法,0,
14086,"波動砲P",魔法,0,
14087,"火炎放射",魔法,0,
14088,"多彈頭導彈P",打,0,
14089,"跟蹤導彈P",魔法,0,
14090,"跟蹤導彈P",魔法,0,
14091,"導彈命中P",魔法,0,
14092,"大型導彈P",魔法,0,
14093,"射擊總控系統啟動",,0,
14094,"",,0,
14095,"",,0,
14096,"轟炸命令",,0,
14097,"轟炸",魔法,0,
14098,"雷光水面踢",打,0,
14099,"下令",,0,
14100,"下令",,0,
14101,"剔骨十字",魔法,0,
14102,"請求投放",,0,
14103,"典雅女神槍",打,0,
14104,"無盡旋風斬",斬,0,
14105,"遺禍",突,0,
14106,"爆炸",魔法,0,
14107,"掩護命令",,0,
14108,"掩護射擊",魔法,0,
14109,"",,0,
14110,"",,0,
14111,"",,0,
14112,"",,0,
14113,"交叉衝擊",,0,
14114,"交叉衝擊",魔法,0,
14115,"",魔法,0,
14116,"",魔法,0,
14117,"",,0,
14118,"",,0,
14119,"魔導離子",魔法,0,
14120,"魔導離子",魔法,0,
14121,"無罪斬",斬,0,
14122,"三角迷失斬",斬,0,
14123,"遺禍",突,0,
14124,"炎獸心火擊",魔法,0,
14125,"攻擊命令",,0,
14126,"導彈攻擊",魔法,0,
14127,"魔導增幅器",,0,
14128,"魔導增幅器",,0,
14129,"帝國權威",魔法,0,
14130,"帝國權威",魔法,0,
14131,"四位一體",魔法,0,
14132,"維護",,0,
14133,"分析",魔法,0,
14134,"",,0,
14135,"最終聖約",魔法,0,
14136,"擊足",,0,
14137,"擊腕",突,0,
14138,"攻擊",突,0,
14139,"能量爆發",魔法,0,
14140,"導彈發射",,0,
14141,"探照燈",,0,
14142,"右舷掃射",突,0,
14143,"左舷掃射",突,0,
14144,"執行壓縮",魔法,0,
14145,"衛星光束",魔法,0,
14146,"擊足",魔法,0,
14147,"導彈命中",魔法,0,
14148,"探照燈",魔法,0,
14149,"閃光衝擊",魔法,0,
14150,"",魔法,0,
14151,"攻擊",,0,
14152,"攻擊",斬,0,
14153,"雷神式聖劍技",,0,
14154,"雷神式聖劍技",,0,
14155,"無雙閃電突刺",魔法,0,
14156,"雷神式聖劍技",,0,
14157,"雷神式聖劍技",,0,
14158,"聖光爆裂破",魔法,0,
14159,"雷神式聖劍技",,0,
14160,"雷神式聖劍技",,0,
14161,"亂命割殺打",魔法,0,
14162,"星天爆擊打",,0,
14163,"星天爆擊打",斬,0,
14164,"星天爆擊打",斬,0,
14165,"冥界恐叫打",,0,
14166,"冥界恐叫打",斬,0,
14167,"冥界恐叫打",斬,0,
14168,"強甲破點突",,0,
14169,"強甲破點突",斬,0,
14170,"咬擊冰狼破",,0,
14171,"咬擊冰狼破",魔法,0,
14172,"大爆炸",魔法,0,
14173,"暗黑之劍",,0,
14174,"暗黑之劍",魔法,0,
14175,"暗黑之劍",魔法,0,
14176,"暗黑之劍",魔法,0,
14177,"暗影之劍",魔法,0,
14178,"劍鬥技場",魔法,0,
14179,"聖光爆裂破",,0,
14180,"聖光爆裂破",魔法,0,
14181,"無雙閃電突刺",,0,
14182,"無雙閃電突刺",魔法,0,
14183,"無雙閃電突刺",魔法,0,
14184,"無雙閃電突刺",魔法,0,
14185,"",,0,
14186,"平衡崩壞",,0,
14187,"平衡崩壞",魔法,0,
14188,"",魔法,0,
14189,"四位一體",魔法,0,
14190,"強打",斬,0,
14191,"魔導雷射",魔法,0,
14192,"排氣",魔法,0,
14193,"擴散火焰光束",,0,
14194,"擴散火焰光束",魔法,0,
14195,"青磷放射",魔法,0,
14196,"魔導斬",斬,0,
14197,"魔導斬",,0,
14198,"流散",魔法,150,
14199,"鋼鐵正義",斬,120,
14200,"奪命",魔法,0,
14201,"瀆神吼",魔法,0,
14202,"",,0,
14203,"執念",魔法,0,
14204,"怨恨",魔法,0,
14205,"地獄揮",斬,0,
14206,"新烈光",魔法,0,
14207,"暗之儀式",,0,
14208,"地獄波動",,0,
14209,"地獄波動",魔法,0,
14210,"昏暗",魔法,0,
14211,"虛空大暴雪",魔法,0,
14212,"三連爪",斬,0,
14213,"無法使用",,10,
14214,"變異",,0,
14215,"變異",,0,
14216,"衝擊流",,0,
14217,"光明極光",魔法,0,
14218,"黑暗極光",魔法,0,
14219,"極性波動",,0,
14220,"光之波動",魔法,0,
14221,"光之波動",魔法,0,
14222,"暗之波動",魔法,0,
14223,"暗之波動",魔法,0,
14224,"乙太亂流",,0,
14225,"爆炸",魔法,0,
14226,"爆炸",魔法,0,
14227,"爆炸性衝擊",魔法,0,
14228,"爆炸性衝擊",魔法,0,
14229,"衝擊流",,0,
14230,"光明極光",魔法,0,
14231,"黑暗極光",魔法,0,
14232,"召喚飛龍",,0,
14233,"隕石",魔法,0,
14234,"極光之風",魔法,0,
14235,"美杜莎投槍",突,0,
14236,"黑暗大暴雪",魔法,0,
14237,"黑洞",,0,
14238,"形態變化",,0,
14239,"形態變化",,0,
14240,"耀星",,0,
14241,"耀星",魔法,0,
14242,"爆炸",魔法,0,
14243,"乙太新星",魔法,0,
14244,"形態變化",,0,
14245,"形態變化",,0,
14246,"縮小射線",,0,
14247,"縮小射線",魔法,0,
14248,"隕石",魔法,0,
14249,"神聖",ブレス,0,
14250,"加速度炸彈",魔法,0,
14251,"攻擊",魔法,0,
14252,"攻擊",魔法,0,
14253,"攻擊",魔法,0,
14254,"爆炸",魔法,0,
14255,"龍捲風",魔法,0,
14256,"隕石衝擊",魔法,0,
14257,"岩屑爆炸",魔法,0,
14258,"形態變化",,0,
14259,"形態變化",,0,
14260,"晨星鎚",,0,
14261,"晨星鎚",魔法,0,
14262,"攻擊",魔法,0,
14263,"流星",,0,
14264,"流星",魔法,0,
14265,"金口舌",魔法,300,
14266,"火焰",魔法,30,
14267,"暴雪",魔法,30,
14268,"雷電",魔法,30,
14269,"勁風",魔法,30,
14270,"巨岩",魔法,30,
14271,"水花",魔法,30,
14272,"",魔法,0,
14273,"",魔法,0,
14274,"虛證彈",魔法,0,
14275,"陰陽五行",魔法,0,
14276,"",,0,
14277,"刀禁咒",,0,
14278,"刀禁咒",魔法,0,
14279,"刀禁咒",魔法,0,
14280,"刀禁咒",魔法,0,
14281,"靈氣",魔法,0,
14282,"雲蒸龍變",,0,
14283,"雲蒸龍變",魔法,0,
14284,"式鬼召喚",,0,
14285,"式鬼召喚",,0,
14286,"式鬼召喚",,0,
14287,"式鬼召喚",,0,
14288,"式鬼召喚",,0,
14289,"式鬼召喚",,0,
14290,"咒怨的替身",,0,
14291,"詛咒返還",魔法,0,
14292,"虛證彈",魔法,0,
14293,"",,0,
14294,"陰陽之印",,0,
14295,"蛇眼之印",,0,
14296,"陰陽之印",,0,
14297,"蛇眼之印",,0,
14298,"蛇眼之印",,0,
14299,"陰陽之印",,0,
14300,"升蛇",,0,
14301,"降蛇",魔法,0,
14302,"降蛇",魔法,0,
14303,"蛇牙",魔法,0,
14304,"大蛇牙",魔法,0,
14305,"九字切",,0,
14306,"陽之刀印",魔法,0,
14307,"陰之刀印",魔法,0,
14308,"荒魂燃燒",魔法,0,
14309,"壓殺掌",魔法,0,
14310,"壓殺掌",魔法,0,
14311,"壓殺掌",打,0,
14312,"壓殺掌",打,0,
14313,"大壓殺",,0,
14314,"大壓殺",打,0,
14315,"大壓殺",魔法,0,
14316,"",,0,
14317,"百噸迴轉",打,450,
14318,"如虎添翼",打,0,
14319,"",,0,
14320,"青突進",魔法,0,
14321,"赤突進",魔法,0,
14322,"爆炸",魔法,0,
14323,"爆炸",魔法,0,
14324,"石膚",魔法,0,
14325,"蛇崩",,0,
14326,"蛇崩",魔法,0,
14327,"蛇崩",魔法,0,
14328,"荒波",魔法,0,
14329,"荒波",魔法,0,
14330,"荒波",魔法,0,
14331,"荒波",魔法,0,
14332,"蛇崩",魔法,0,
14333,"虛證彈",魔法,0,
14334,"陰陽五行",魔法,0,
14335,"刀禁咒",魔法,0,
14336,"雲蒸龍變",魔法,0,
14337,"式鬼召喚",,0,
14338,"陰陽之印",,0,
14339,"蛇眼之印",,0,
14340,"降蛇",魔法,0,
14341,"降蛇",魔法,0,
14342,"陽之刀印",魔法,0,
14343,"壓殺掌",打,0,
14344,"壓殺掌",打,0,
14345,"大壓殺",打,0,
14346,"大壓殺",魔法,0,
14347,"爆炸",魔法,0,
14348,"爆炸",魔法,0,
14349,"蛇崩",魔法,0,
14350,"蛇崩",魔法,0,
14351,"荒波",魔法,0,
14352,"荒波",魔法,0,
14353,"荒波",魔法,0,
14354,"荒波",魔法,0,
14355,"山神樂",魔法,200,
14356,"如虎添翼",,0,
14357,"●エピグラフ・マジック",魔法,120,
14358,"●エピグラフ・クエイク",魔法,300,
14359,"●エピグラフ・ファイア",魔法,0,
14360,"吸血",ブレス,30,
14361,"嗜血咬",斬,60,
14362,"腐壞",魔法,150,
14363,"巨石霹靂",打,0,
14364,"核心之光",魔法,0,
14365,"破魔震",魔法,0,
14366,"強力打擊",斬,0,
14367,"●グランドストライク",斬,0,
14368,"魔導雷射",魔法,0,
14369,"魔導結界",魔法,0,
14370,"召喚妖異",,0,
14371,"生命水",魔法,0,
14372,"",,0,
14373,"哥布流哥布林衝鋒",,0,
14374,"投彈",,0,
14375,"腰刀",斬,0,
14376,"居合多段斬",斬,0,
14377,"豬鹿蝶",,0,
14378,"人生短暫",魔法,0,
14379,"脇差",斬,0,
14380,"顯露原形",,0,
14381,"顯露原形",,0,
14382,"命盡於此",斬,0,
14383,"雪風",,0,
14384,"月光",,0,
14385,"花車",,0,
14386,"雪風",斬,0,
14387,"月光",斬,0,
14388,"花車",斬,0,
14389,"縮小旋律",,10,
14390,"雲蒸龍變",,30,
14391,"昇竜",,30,
14392,"龍星擊",魔法,0,
14393,"激突",魔法,0,
14394,"分身術",,0,
14395,"●分身出現",,0,
14396,"十億跳躍",突,10,
14397,"天之叢雲",斬,0,
14398,"十億跳躍",突,10,
14399,"電擊",,30,
14400,"雷擊",魔法,60,
14401,"捕獲",,10,
14402,"獄門",,10,
14403,"正宗",斬,0,
14404,"斬魔三昧",斬,0,
14405,"我流破浪斬",斬,0,
14406,"斷海",魔法,0,
14407,"斷海",魔法,0,
14408,"斷海",魔法,0,
14409,"斷海",魔法,0,
14410,"獄門",斬,0,
14411,"",魔法,0,
14412,"",魔法,0,
14413,"",魔法,0,
14414,"聖劍攻擊",斬,12,
14415,"聖盾防禦",,10,
14416,"聖域束縛式",,0,
14417,"",魔法,0,
14418,"地脈斷",魔法,0,
14419,"北斗骨碎打",魔法,0,
14420,"亂命割殺打",,0,
14421,"黑暗火光",魔法,0,
14422,"黑暗火光",魔法,0,
14423,"不動無明劍",魔法,0,
14424,"聖光爆裂破",,0,
14425,"聖光爆裂破",魔法,0,
14426,"無雙閃電突刺",,0,
14427,"無雙閃電突刺",魔法,0,
14428,"無雙閃電突刺",魔法,0,
14429,"",,0,
14430,"強擊",斬,0,
14431,"攻擊",魔法,0,
14432,"聖天擊滅斬",,0,
14433,"聖天擊滅斬",魔法,0,
14434,"北斗破魔衝",,0,
14435,"北斗破魔衝",魔法,0,
14436,"聖光燒卻擊",,0,
14437,"聖光燒卻擊",魔法,0,
14438,"雷鳴劍",斬,0,
14439,"幻光波",魔法,0,
14440,"天逆矛",,0,
14441,"天逆矛",魔法,0,
14442,"旋·斬鐵劍",斬,0,
14443,"片·斬鐵劍",斬,0,
14444,"片·斬鐵劍",斬,0,
14445,"放電",魔法,60,
14446,"渦雷",,0,
14447,"渦雷",魔法,0,
14448,"襲雷",,0,
14449,"襲雷",魔法,0,
14450,"襲雷",魔法,0,
14451,"熱雷",魔法,0,
14452,"罪惡荊棘",,0,
14453,"荊棘",突,0,
14454,"雷槍",,0,
14455,"雷槍擊",突,0,
14456,"極·斬鐵劍",斬,0,
14457,"極·斬鐵劍",斬,0,
14458,"英靈魂",魔法,0,
14459,"真眼擊",斬,0,
14460,"戰死擊",魔法,0,
14461,"哀痛雷鳴",魔法,0,
14462,"水花",魔法,30,
14463,"招雷",,0,
14464,"中水花",魔法,180,
14465,"空襲轟炸",魔法,0,
14466,"突擊",打,0,
14467,"追蹤雷射",,0,
14468,"追蹤雷射",魔法,0,
14469,"",,0,
14470,"超硬陶瓷合金刃",魔法,0,
14471,"",,0,
14472,"聖靈加護",,0,
14473,"最終天堂",打,0,
14474,"冥界恐叫打",魔法,0,
14475,"月遁血祭",魔法,0,
14476,"文理探景",,35,
14477,"賢者的記憶",,100,
14478,"劍豪的記憶",,100,
14479,"弓聖的記憶",,100,
14480,"豪傑的記憶",,100,
14481,"文理獻祭",魔法,25,
14482,"",,0,
14483,"",,0,
14484,"衝擊波",魔法,0,
14485,"究極幻想",,0,
14486,"究極幻想",魔法,0,
14487,"聖石光",魔法,0,
14488,"聖石光",魔法,0,
14489,"極聖",,0,
14490,"極聖",魔法,0,
14491,"極聖",魔法,0,
14492,"核轟",,0,
14493,"核轟",魔法,0,
14494,"向東進軍",,0,
14495,"向西進軍",,0,
14496,"向東進軍",魔法,0,
14497,"向西進軍",魔法,0,
14498,"",打,0,
14499,"攻擊",魔法,0,
14500,"天崩地裂",,0,
14501,"攻擊",魔法,0,
14502,"向東進軍",,0,
14503,"向西進軍",,0,
14504,"聖石光",魔法,0,
14505,"聖石光",魔法,0,
14506,"破壞",魔法,0,
14507,"神聖",魔法,0,
14508,"大十字",,0,
14509,"掉落",魔法,0,
14510,"大十字",魔法,0,
14511,"大爆炸",魔法,0,
14512,"有毒物質",魔法,0,
14513,"探照燈",射,0,
14514,"無雙閃電突刺",斬,0,
14515,"冥界恐叫打",斬,0,
14516,"",,0,
14517,"",,0,
14518,"光波",,0,
14519,"光波",魔法,0,
14520,"抱擁",,0,
14521,"抱擁",魔法,0,
14522,"抱擁",魔法,0,
14523,"生命吸收",魔法,0,
14524,"微究極",魔法,0,
14525,"究極爆發",魔法,0,
14526,"轟炸",魔法,0,
14527,"亞靈水瓶座",,0,
14528,"亞靈牡羊座",,0,
14529,"亞靈獅子座",,0,
14530,"亞靈處女座",,0,
14531,"",,0,
14532,"攻擊",突,0,
14533,"",,0,
14534,"極聖",,0,
14535,"核轟",,0,
14536,"大十字",,0,
14537,"死相",魔法,0,
14538,"暗雲水瓶",,0,
14539,"現身",,0,
14540,"激流",魔法,0,
14541,"暗砲擊",,0,
14542,"暗砲擊",魔法,0,
14543,"時空噴發",,0,
14544,"時空噴發",魔法,0,
14545,"時空噴發",魔法,0,
14546,"時空炸彈",,0,
14547,"時空炸彈",魔法,0,
14548,"統治之塔",魔法,0,
14549,"統治之塔",打,0,
14550,"制裁之刃",斬,0,
14551,"崩塌",打,0,
14552,"大地之錘",,0,
14553,"錘擊",魔法,0,
14554,"加速刃",斬,0,
14555,"加速刃",斬,0,
14556,"",,0,
14557,"",,0,
14558,"制定戰術",,0,
14559,"哥布流迴旋斬",斬,0,
14560,"哥布流亂斬",斬,0,
14561,"槍擊",,0,
14562,"轟擊",魔法,0,
14563,"哥布流手砲",魔法,0,
14564,"哥布流手砲",魔法,0,
14565,"●透明解除",,0,
14566,"",,0,
14567,"",,0,
14568,"",,0,
14569,"爆炸",魔法,0,
14570,"聖石光",,0,
14571,"刃風",斬,0,
14572,"陣風",斬,0,
14573,"月光",斬,0,
14574,"霧散爆發",魔法,0,
14575,"雙刃旋",斬,0,
14576,"絕風",斬,0,
14577,"旋風刃",斬,0,
14578,"先鋒劍",斬,0,
14579,"狂怒劍",斬,0,
14580,"戰女神之怒",斬,0,
14581,"三連擊",打,0,
14582,"瞬擊衝",打,0,
14583,"超爆炸",魔法,0,
14584,"超巨岩",魔法,0,
14585,"中勁風",魔法,0,
14586,"療傷",魔法,0,
14587,"雷劍氣",魔法,0,
14588,"",,0,
14589,"",,0,
14590,"攻擊",斬,0,
14591,"攻擊",斬,0,
14592,"攻擊",斬,0,
14593,"攻擊",斬,0,
14594,"攻擊",斬,0,
14595,"位移破擊",突,0,
14596,"空斬",突,0,
14597,"位移破擊",突,25,
14598,"魔導飛彈",,0,
14599,"魔導飛彈",魔法,0,
14600,"放電",魔法,0,
14601,"鏈鋸",斬,0,
14602,"死亡射線",,0,
14603,"死亡射線",魔法,0,
14604,"死亡射線",魔法,0,
14605,"蹬跳",打,0,
14606,"尖刺射擊",突,0,
14607,"掃尾",打,0,
14608,"",,0,
14609,"感電",魔法,0,
14610,"大感電",魔法,0,
14611,"寒風之嘯",魔法,0,
14612,"小型超級細胞",魔法,0,
14613,"邪氣龍捲",魔法,0,
14614,"地心引力",,0,
14615,"地心引力",魔法,0,
14616,"寒風之歌",魔法,0,
14617,"颮風",,0,
14618,"颮風",魔法,0,
14619,"微爆發",魔法,0,
14620,"吸引",魔法,0,
14621,"寒風之牢",魔法,0,
14622,"吸引",魔法,0,
14623,"吸引",魔法,0,
14624,"微爆發",魔法,0,
14625,"連鎖攻擊",魔法,0,
14626,"蛇崩",,0,
14627,"蛇崩",,0,
14628,"真妖槍旋",突,0,
14629,"真妖槍旋",突,0,
14630,"返回",,0,
14631,"幻槍招來",,0,
14632,"妖槍振",突,0,
14633,"妖槍振",突,0,
14634,"幻槍振",突,0,
14635,"幻槍振",突,0,
14636,"重力地雷",打,0,
14637,"重力地雷",打,0,
14638,"跳躍",,0,
