key,0
1233,"Meikyo Shisui"
1234,"Verfire Ready"
1235,"Verstone Ready"
1236,"Enhanced Enpi"
1237,"Enhanced Scatter"
1238,"Acceleration"
1239,"Embolden"
1240,"Chiten"
1241,"Monomachy"
1242,"Monomachy"
1243,"Dive Ready"
1244,"Riddle of Wind"
1245,""
1246,""
1247,"Diurnal Balance"
1248,"Giant Dominance"
1249,"Dualcast"
1250,"True North"
1251,"Turret Reset"
1252,"Eyes Open"
1253,"Prey"
1254,"Deep Freeze"
1255,"Fire Resistance Down II"
1256,"Wounded"
1257,"Forced March"
1258,"Fetters"
1259,"Old"
1260,"Lightning Resistance Down II"
1261,""
1262,"Gathering Fortune Up II (Limited)"
1263,"Rehabilitation"
1264,"Brilliant Conviction"
1265,"Brilliant Conviction"
1266,"Transparent II"
1267,"Affixed"
1268,"In Event"
1269,"Extreme Caution"
1270,"Churning"
1271,"Clashing"
1272,"Slashing Resistance Down II"
1273,"Sinking"
1274,"Bardam's Price"
1275,"Fire Convergence"
1276,"Ice Convergence"
1277,"Lightning Convergence"
1278,"Aspected to Fire"
1279,"Aspected to Ice"
1280,"Aspected to Lightning"
1281,"Empowered Rahu"
1282,"Empowered Ketu"
1283,"Confused"
1284,"Out of the Action"
1285,"Gathering Fortune Up II"
1286,"Gathering Yield Up II"
1287,"Seized"
1288,"Twist of Fate"
1289,"Twist of Fate"
1290,"Vril"
1291,"Ruination"
1292,"Piggy"
1293,"Forward March"
1294,"About Face"
1295,"Left Face"
1296,"Right Face"
1297,"Embolden"
1298,"Fugetsu"
1299,"Fuka"
1300,"Cover"
1301,"Covered"
1302,"Hallowed Ground"
1303,"Inner Release"
1304,"Holmgang"
1305,"Holmgang"
1306,"Sole Survivor"
1307,"Ice Spikes"
1308,"Blackest Night"
1309,"Demolish"
1310,"Riddle of Earth"
1311,"Earth's Reply"
1312,"Chaos Thrust"
1313,"Shadow Fang"
1314,"Assassinated"
1315,"Kakuremi"
1316,"Hidden"
1317,"Three Mudra"
1318,"Zanshin Ready"
1319,"Higanbana"
1320,"Meikyo Shisui"
1321,"Caustic Bite"
1322,"Stormbite"
1323,"Wildfire"
1324,"Thunder"
1325,"Swiftcast"
1326,"Bio III"
1327,"Miasma III"
1328,"Electrocution"
1329,"Withering"
1330,"Regen"
1331,"Galvanize"
1332,"Chanchala"
1333,"Eye for an Eye"
1334,"Eye for an Eye"
1335,"Abridged"
1336,"Synastry"
1337,"Synastry"
1338,"The Balance"
1339,"The Bole"
1340,"The Ewer"
1341,"The Spire"
1342,"Sprint"
1343,"Stun"
1344,"Heavy"
1345,"Bind"
1346,"Slow"
1347,"Silence"
1348,"Sleep"
1349,"Stun Resistance"
1350,"Heavy Resistance"
1351,"Bind Resistance"
1352,"Slow Resistance"
1353,"Silence Resistance"
1354,"Sleep Resistance"
1355,"Knockback Penalty"
1356,"Imp"
1357,"Gravity Flip"
1358,"Elevated"
1359,"Gradual Petrification"
1360,"Unstable Gravity"
1361,"Magitek Levitation"
1362,"Divine Veil"
1363,"Sleep"
1364,"Riddle of Wind"
1365,"Thundercloud"
1366,"Levitation"
1367,"Impactful"
1368,"Requiescat"
1369,"Requiescat"
1370,"Rage of Halone"
1371,"Butcher's Block"
1372,"Power Slash"
1373,"Immaterialized"
1374,"Target Right"
1375,"Target Left"
1376,"Kyoshin"
1377,"Life Drain"
1378,"Dualcast"
1379,"Almagest"
1380,"White Wound"
1381,"Black Wound"
1382,"Beyond Death"
1383,"HP Penalty"
1384,"Acceleration Bomb"
1385,"Off-balance"
1386,"Sludge"
1387,"Altered States"
1388,"Ashen"
1389,"Seduced"
1390,"Levitation"
1391,"Fetters"
1392,"Shining Moonstone"
1393,"Dualcast"
1394,"Limp"
1395,"Shield Oath"
1396,"Defiance"
1397,"Grit"
1398,"Inner Beast"
1399,"Fetters"
1400,"Terror"
1401,"Enervation"
1402,"Vulnerability Up"
1403,"Lightspeed"
1404,"Divine Benison"
1405,"Disabled"
1406,"Chain Stratagem"
1407,"Barrage"
1408,"Cometeor"
1409,"Terminal Velocity"
1410,"Chanchala"
1411,"Preferred World Bonus"
1412,"Vulnerability Up"
1413,"Riddle of Fire"
1414,"Battle Litany"
1415,"Protect"
1416,"Grounded"
1417,"Stone Curse"
1418,"Abandonment"
1419,"The Worm's Curse"
1420,"Mounted"
1421,"Craven"
1422,"Temporary Misdirection"
1423,"Transfiguration"
1424,"Divine Commandment: Flee"
1425,"Divine Commandment: Turn"
1426,"Unnerved"
1427,"Drenched"
1428,"削除予定"
1429,"Breathless"
1430,"Legendary Resolve"
1431,"Tower Defense"
1432,"Tower Defense"
1433,"Transfiguration"
1434,"Mana Hypersensitivity"
1435,"Piercing Resistance Down II"
1436,"Phoenix's Blessing"
1437,"Lohs Daih"
1438,"Resonant"
1439,"Independent Tactics"
1440,"Offensive Tactics"
1441,"Defensive Tactics"
1442,"Balanced Tactics"
1443,"Clockwork"
1444,"Magitek Field"
1445,"The Deceiver"
1446,"The Upholder"
1447,"Elemental EXP Up"
1448,"Transfiguration"
1449,"Troubadour's Minuet"
1450,"Troubadour's Paeon"
1451,"Lord of Crowns"
1452,"Lady of Crowns"
1453,"Right Eye"
1454,"Left Eye"
1455,"Flamethrower"
1456,"Thrill of War"
1457,"Shake It Off"
1458,"Flamethrower Flames"
1459,"Transfiguration"
1460,"Fetters"
1461,"Elemental Blessing: EXP"
1462,"Out of the Action"
1463,"Elemental Blessing: Damage"
1464,"Time's Up"
1465,"Soaring"
1466,"Stab Wound"
1467,"Yellow Paint"
1468,"Blue Paint"
1469,"Black Paint"
1470,"Red Paint"
1471,"Last Kiss"
1472,"Apathetic"
1473,"Cemented"
1474,"Filthy"
1475,"Aether Rot"
1476,"Aether Rot Immunity"
1477,"Fetters"
1478,"Connectivity"
1479,"Falling"
1480,"Unrelenting Anguish"
1481,"Ominous Wind"
1482,"Mana Charge"
1483,"Fire Charged"
1484,"Blizzard Charged"
1485,"Thunder Charged"
1486,"Jester's Antics"
1487,"Jester's Truths"
1488,"Incurable"
1489,"Ultros Simulation"
1490,"Air Force Simulation"
1491,"Dadaluma Simulation"
1492,"Bibliotaph Simulation"
1493,"Virus"
1494,"Face in the Crowd"
1495,"Scalebound"
1496,"Vanished"
1497,"Fetters"
1498,"Shocked"
1499,"Heavy Medal"
1500,"Heavy Medal"
1501,"Heavy Medal"
1502,"Heavy Medal"
1503,"Light Medal"
1504,"Light Medal"
1505,"Light Medal"
1506,"Light Medal"
1507,"Pollen"
1508,"Windburn"
1509,"Slow"
1510,"Sleep"
1511,"Petrification"
1512,"Knockback Penalty"
1513,"Stun"
1514,"スリル・オブ・ウォー：効果"
1515,"Hover"
1516,"Cemented"
1517,"Fire Resistance Up"
1518,"King of the Skies"
1519,"Drubbed"
1520,"Mounted"
1521,"Stun"
1522,"Stun"
1523,"Haste+"
1524,"Blind"
1525,"Thermal Low"
1526,"Thermal High"
1527,"Accursed Flame"
1528,"Aetherially Charged"
1529,"Woken"
1530,"Beyond Limits"
1531,"Cache Me if You Can"
1532,"Viscous Aetheroplasm"
1533,"Airbound"
1534,"Role-playing"
1535,"Full Moon"
1536,"New Moon"
1537,"Blood Moon"
1538,"Moonlit"
1539,"Moonshadowed"
1540,"Veil of Shadow"
1541,"Veil of Light"
1542,"Haunt"
1543,"Haunt"
1544,"Damage Up"
1545,"Vulnerability Down"
1546,"Odder"
1547,"Indomitable Spirit"
1548,"Sprint"
1549,"Unmagicked"
1550,"Magnetic Lysis +"
1551,"Magnetic Lysis -"
1552,"Magnetic Levitation"
1553,"The One Dragon"
1554,"Borne Heart"
1555,"Heartless"
1556,"Threatened"
1557,"HP Penalty"
1558,"HP Boost +1"
1559,"HP Boost +2"
1560,"HP Boost +3"
1561,"HP Boost +4"
1562,"Computation Mode"
1563,"Tartarus Mode"
1564,"Annihilation Mode"
1565,"Computation Boost"
1566,"Computation Error"
1567,"Primal Rage"
1568,"Slow+"
1569,"Auspicious"
1570,"Invincibility"
1571,"Temporal Barrier"
1572,"Damage Up"
1573,"Grudge"
1574,""
1575,"Brotherly Love"
1576,"石化の呪い"
1577,"Burns"
1578,"Searing Wind"
1579,"Thin Ice"
1580,"Thin Ice"
1581,"Adaptation"
1582,"Mutation"
1583,"Elemental EXP Up"
1584,"Komainu's Favor"
1585,"Inugami's Favor"
1586,"Senri's Favor"
1587,"Elemental Harmony"
1588,"Mutation"
1589,"Mutation"
1590,"Light in the Dark"
1591,"Woken"
1592,"Damage Up"
1593,"Adaptation"
1594,"Hundred Fists"
1595,"Heavy"
1596,"Sleep"
1597,"Vulnerability Up"
1598,"Mutation"
1599,"Pyretic"
1600,"Entropy"
1601,"Dynamic Fluid"
1602,"Headwind"
1603,"Tailwind"
1604,"Accretion"
1605,"Primordial Crust"
1606,"Muddy"
1607,"●弱点：雷属性"
1608,"Transfiguration"
1609,"Transfiguration"
1610,"Landborne"
1611,"Arcane Bulwark"
1612,"Defenseless"
1613,"Burning Soul"
1614,"Fetters"
1615,"Crumbling Bulwark"
1616,"Death from Above"
1617,"Death from Below"
1618,"Logos-minded"
1619,"Preoccupied"
1620,"Unveiled"
1621,"Concealed"
1622,"Critical Strikes"
1623,"Live Wire"
1624,"Looper"
1625,"Memory Degradation"
1626,"Memory Loss"
1627,"Chains of Memory"
1628,"Gradual Petrification"
1629,"Kill Command"
1630,"Love's True Form"
1631,"Wisdom of the Aetherweaver"
1632,"Wisdom of the Martialist"
1633,"Wisdom of the Platebearer"
1634,"Wisdom of the Guardian"
1635,"Wisdom of the Ordained"
1636,"Wisdom of the Skirmisher"
1637,"Wisdom of the Watcher"
1638,"Wisdom of the Templar"
1639,"Wisdom of the Irregular"
1640,"Wisdom of the Breathtaker"
1641,"Spirit of the Remembered"
1642,"Protect L"
1643,"Shell L"
1644,"Swift L"
1645,"Rapid Recast"
1646,"Bravery L"
1647,"Solid Shield"
1648,"Spell Shield"
1649,"Reflect L"
1650,"Poison L"
1651,"Refresh L"
1652,"Magic Burst"
1653,"Double Edge L"
1654,"Spirit Dart L"
1655,"Banish L"
1656,"Boost"
1657,"Incense L"
1658,"Omega"
1659,"Infinite Limit"
1660,"Packet Filter M"
1661,"Packet Filter F"
1662,"Local Resonance"
1663,"Remote Resonance"
1664,"Critical Synchronization Bug"
1665,"Critical Overflow Bug"
1666,"Critical Underflow Bug"
1667,"Synchronization Debugger"
1668,"Overflow Debugger"
1669,"Underflow Debugger"
1670,"Latent Defect"
1671,"Cascading Latent Defect"
1672,"Local Regression"
1673,"Remote Regression"
1674,"Omega-M"
1675,"Omega-F"
1676,"Superfluid"
1677,"Bloodbath L"
1678,""
1679,"Spell-in-Waiting: Return IV"
1680,"Spell-in-Waiting: Flare"
1681,"Paying the Piper"
1682,"Sleeping Dark"
1683,"Sleeping Light"
1684,"Break III Edict"
1685,"Rush Edict"
1686,"Tornado Edict"
1687,"Rehabilitation"
1688,"Group Oriented"
1689,"Primary Target"
1690,"Skyborne"
1691,"Landborne"
1692,"Guardian Spirit"
1693,"Slashing Resistance Down"
1694,"Piercing Resistance Down"
1695,"Apathetic"
1696,"Drowning"
1697,"Invincibility"
1698,"Mutation"
1699,"Looming Crescendo"
1700,"Mutation"
1701,"Electromagnetic Field"
1702,"Ice Resistance Down"
1703,"Biohacked"
1704,"Looper"
1705,"Hidden"
1706,"Evasion Up"
1707,"Right Unseen"
1708,"Left Unseen"
1709,"Back Unseen"
1710,"Astral Essence"
1711,"Umbral Essence"
1712,"Astral Cloak"
1713,"Umbral Cloak"
1714,"Bleeding"
1715,"Malodorous"
1716,"Boost"
1717,"Off-guard"
1718,"Waxing Nocturne"
1719,"Mighty Guard"
1720,"Ice Spikes"
1721,"Peculiar Light"
1722,"Diamondback"
1723,"Windburn"
1724,"Veil of the Whorl"
1725,"Cursekeeper"
1726,"Fetters"
1727,"Waning Nocturne"
1728,"Contractual Obligation"
1729,"Sheer Will"
1730,"Flying High"
1731,"Deep Freeze"
1732,"Elemental EXP Up"
1733,"Shieldbearer"
1734,"Swordbearer"
1735,"Heavenly Shield"
1736,"Dropsy"
1737,"Toad Oil"
1738,"Doom"
1739,"Wisdom of the Elder"
1740,"Wisdom of the Duelist"
1741,"Wisdom of the Fiendhunter"
1742,"Wisdom of the Indomitable"
1743,"Sacrifice"
1744,"Stellation"
1745,"Black Hole Buffer"
1746,"Blown Away"
1747,"Fearless"
1748,"Guardians' Aegis"
1749,"Area of Influence Up"
1750,"Twin Fates"
1751,"Soul of Fire"
1752,"Soul of Ice"
1753,"Blood Sacrifice"
1754,"Aetherially Primed"
1755,"Resurrection Restricted"
1756,"Elemental Blessing"
1757,"Fetters"
1758,"Deep Freeze"
1759,"Vulnerability Down"
1760,"Damage Up"
1761,"Ice Resistance Up"
1762,"Down for the Count"
1763,"HP Boost"
1764,"Artificially Enhanced"
1765,"Artificially Enhanced"
1766,"Damage Up"
1767,"Weak Magitek Field"
1768,"Watery Grave"
1769,"Doom"
1770,"Damage Up"
1771,"True Virtue"
1772,"Aggressive Posture"
1773,"Defensive Posture"
1774,"Blazing Aramitama"
1775,"Reforged"
1776,"Blunt Resistance Down"
1777,"Reforged"
1778,"Hoofing It"
1779,"Ajisai"
1780,"魔力汚染"
1781,"Damage Up"
1782,"Vulnerability Down"
1783,"Soul of Fire"
1784,"Soul of Ice"
1785,"Down for the Count"
1786,"Pure Muscle"
1787,"Burns"
1788,"Frostbite"
1789,"Vulnerability Up"
1790,"Shadow Links"
1791,"Magic Infusion"
1792,"Artificial Boost"
1793,"Mark of Mortality"
1794,"Heated Up"
1795,"Heated Up"
1796,"Heavy"
1797,"Critical Strikes"
1798,"Dualcast"
1799,"Fae Light"
1800,"Bloated"
1801,"Pick Clean"
1802,"The Giving Land"
1803,"Surface Slap"
1804,"Identical Cast"
1805,"Identical Gig"
1806,"Reusing"
1807,"Cocoon of the Penitent"
1808,"Spell-in-Waiting"
1809,"Spell-in-Waiting: Unholy Darkness"
1810,"Spell-in-Waiting: Dark Fire III"
1811,"Spell-in-Waiting: Hell Wind"
1812,"Spell-in-Waiting: Shadoweye"
1813,"Flesh Wound"
1814,"Flourishing Cascade"
1815,"Flourishing Fountain"
1816,"Flourishing Windmill"
1817,"Flourishing Shower"
1818,"Standard Step"
1819,"Technical Step"
1820,"Threefold Fan Dance"
1821,"Standard Finish"
1822,"Technical Finish"
1823,"Closed Position"
1824,"Dance Partner"
1825,"Devilment"
1826,"Shield Samba"
1827,"Improvisation"
1828,"Improvisation"
1829,"Invincibility"
1830,"Monstrous"
1831,"No Mercy"
1832,"Camouflage"
1833,"Royal Guard"
1834,"Nebula"
1835,"Aurora"
1836,"Superbolide"
1837,"Sonic Break"
1838,"Bow Shock"
1839,"Heart of Light"
1840,"Heart of Stone"
1841,""
1842,"Ready to Rip"
1843,"Ready to Tear"
1844,"Ready to Gouge"
1845,"Vulnerability Up"
1846,"Curse of the Ronka"
1847,"Esprit"
1848,"Esprit"
1849,"Fetters"
1850,"Surging Waters"
1851,"Splashing Waters"
1852,"Swirling Waters"
1853,"Smothering Waters"
1854,"Sundering Waters"
1855,"Sweeping Waters"
1856,"Sheltron"
1857,"Nascent Flash"
1858,"Nascent Glint"
1859,"Fading Fast"
1860,"Vital Sign"
1861,"Leaden Fist"
1862,"Anatman"
1863,"Draconian Fire"
1864,"Lance Charge"
1865,"Meditation"
1866,"Bioblaster"
1867,"Hellish Conduit"
1868,"Everlasting Flight"
1869,"Gale Enforcer"
1870,"Enhanced Piercing Talon"
1871,"Dia"
1872,"Temperance"
1873,"Temperance"
1874,"Angel's Whisper"
1875,"Seraphic Illumination"
1876,"Lord of Crowns"
1877,"Lady of Crowns"
1878,"Divination"
1879,"Opposition"
1880,"Nocturnal Opposition"
1881,"Combust III"
1882,"The Balance"
1883,"The Bole"
1884,"The Arrow"
1885,"The Spear"
1886,"The Ewer"
1887,"The Spire"
1888,"Diurnal Intersection"
1889,"Intersection"
1890,"Horoscope"
1891,"Horoscope Helios"
1892,"Neutral Sect"
1893,"Scouring Waters"
1894,"Dark Missionary"
1895,"Biolysis"
1896,"Recitation"
1897,"Nascent Chaos"
1898,"Brutal Shell"
1899,"Electrocution"
1900,"Winged Shield"
1901,"Enshielded"
1902,"Atonement Ready"
1903,"Phantasmal"
1904,"Light in the Dark"
1905,"Veil of Gukumatz"
1906,"Perfect Deception"
1907,"Faded Out"
1908,"Fetters"
1909,"Area of Influence Up"
1910,"Right Eye"
1911,"Asylum"
1912,"Asylum"
1913,"Vauthry's Blessing"
1914,"Disembowel"
1915,"Summon Order"
1916,"Name of the Elements"
1917,"Seraphic Veil"
1918,"Catalyze"
1919,"Damage Up"
1920,"Diurnal Balance"
1921,"Neutral Sect"
1922,"Vauthry's Blessing"
1923,"Vauthry's Blessing"
1924,"Vauthry's Blessing"
1925,"Vauthry's Blessing"
1926,"Sleeve Draw"
1927,"Trusty Shield"
1928,"Levinskin"
1929,"Light Beyond Darkness"
1930,""
1931,"Gunmetal Soul"
1932,"Army's Muse"
1933,"Army's Ethos"
1934,"Troubadour"
1935,"Soaking Wet"
1936,"Stone Wall"
1937,"In Event"
1938,"Sprint"
1939,"Beckoned"
1940,"Chilled to the Bone"
1941,"Accursed Poison"
1942,"Ranging"
1943,"Hastilude"
1944,"Sacred Soil"
1945,"Hoofing It"
1946,"Wildfire"
1947,"Sleep"
1948,"Magic Damage Down"
1949,"Splashing Waters"
1950,"Down for the Count"
1951,"Tactician"
1952,"Hide"
1953,"Down for the Count"
1954,"Bunshin"
1955,"Assassinate Ready"
1956,"Souldeep Invisibility"
1957,""
1958,"Forward March"
1959,"About Face"
1960,"Left Face"
1961,"Right Face"
1962,"Haste"
1963,"Down for the Count"
1964,"Summon Order II"
1965,"Summon Order III"
1966,"Summon Order IV"
1967,"Sleep Resistance"
1968,"Behelmed"
1969,"Behelmed"
1970,"Doom"
1971,"Manafication"
1972,"Delirium"
1973,"Lightning Resistance Down II"
1974,"Paradise Regained"
1975,"Enlarged"
1976,"Fully Enlarged"
1977,"Full Swing"
1978,"Rampart"
1979,"アルティメイタム"
1980,"アルティメイタム[被]"
1981,"Blood for Blood"
1982,"Bloodbath"
1983,"Fetter Ward"
1984,"Arm's Length"
1985,"Peloton"
1986,"Phantom Dart"
1987,"Swiftcast"
1988,"Addle"
1989,"Manaward"
1990,"Attunement"
1991,"Sword Oath"
1992,"Chaotic Cyclone Ready"
1993,"Shake It Off"
1994,"ブラッドスピラー"
1995,"クワイタス"
1996,"Delirium"
1997,"Brutal Shell"
1998,"バーストストライク"
1999,"フェイテッドサークル"
2000,"Heart of Light"
2001,"無敵"
2002,"Ready to Rip"
2003,"Ready to Tear"
2004,"Ready to Gouge"
2005,"Fists of Fire"
2006,"Fists of Earth"
2007,"Wind Resonance"
2008,"Riddle of Earth"
2009,"Wanderer's Minuet"
2010,"Bunshin"
2011,"Shade Shift"
2012,"Corps-a-corps"
2013,"Displacement"
2014,"Trick Attack"
2015,"Atonement Ready"
2016,"ホーリースピリット効果アップ"
2017,"Repelling Shot"
2018,"Wildfire"
2019,"Bioblaster"
2020,"Intervention"
2021,"Flourishing Fan Dance"
2022,"Saber Dance"
2023,"Standard Step"
2024,"Standard Finish"
2025,"Esprit"
2026,"Closed Position"
2027,"Dance Partner"
2028,"三連魔"
2029,"Fountain of Fire"
2030,"Everlasting Flight"
2031,"ヴァルエアロ"
2032,"ヴァルサンダー"
2033,"Engagement"
2034,"Divination"
2035,"Dia"
2036,"Afflatus Solace"
2037,"Temperance"
2038,"Temperance"
2039,"Biolysis"
2040,"Seraphic Veil"
2041,"Combust III"
2042,"Diurnal Balance"
2043,"Nocturnal Balance"
2044,"Neutral Sect"
2045,"シャーク"
2046,"シャーク[被]"
2047,"Wide Awake"
2048,"En Avant"
2049,"Technical Step"
2050,"Technical Finish"
2051,"Esprit"
2052,"Fan Dance"
2053,"Protect"
2054,"Lord of Crowns Drawn"
2055,"Lady of Crowns Drawn"
2056,""
2057,""
2058,""
2059,""
2060,""
2061,"Nascent Flash"
2062,"Nascent Glint"
2063,"Draw Power"
2064,"Draw Fortitude"
2065,"Aurora"
2066,"Drained Power"
2067,"Drained Fortitude"
2068,"Smackdown"
2069,"Dissipation"
2070,"Diurnal Opposition"
2071,"Nocturnal Opposition"
2072,"Focalization"
2073,"Acidic Bite"
2074,"Physical Damage Up"
2075,"Thunder II"
2076,"Confiteor"
2077,"Inner Chaos"
2078,"Chaotic Cyclone"
2079,"Flesh Wound"
2080,"Stab Wound"
2081,"Concussion"
2082,"Burns"
2083,"Frostbite"
2084,"Windburn"
2085,"Sludge"
2086,"Electrocution"
2087,"Dropsy"
2088,"Bleeding"
2089,"Poison"
2090,"Physical Vulnerability Up"
2091,"Magic Vulnerability Up"
2092,"Damage Down"
2093,"Healing Magic Down"
2094,"Water Resistance Down II"
2095,"Lightning Resistance Down II"
2096,"Wind Resistance Down II"
2097,"Earth Resistance Down II"
2098,"Fire Resistance Down II"
2099,"Heavy"
2100,"Unstable Gravity"
2101,"Reprisal"
2102,"Edge of Shadow"
2103,"Concussion"
2104,"Poison"
2105,"Standard Finish"
2106,"Spell-in-Waiting: Flare"
2107,""
2108,"Shake It Off (Over Time)"
2109,"Out of the Action"
2110,"Ancient Circle"
2111,"Prey"
2112,"Prey"
2113,"Standard Finish"
2114,"Gobskin"
2115,"Conked"
2116,"Meatily Shielded"
2117,"Meat Shield"
2118,"Harmonized"
2119,"Cactguard"
2120,"HP Boost"
2121,"Astral Attenuation"
2122,"Umbral Attenuation"
2123,"Physical Attenuation"
2124,"Aetheric Mimicry: Tank"
2125,"Aetheric Mimicry: DPS"
2126,"Aetheric Mimicry: Healer"
2127,"Brush with Death"
2128,"Burning Brand"
2129,"Freezing Brand"
2130,"Surpanakha's Fury"
2131,"Battle High I"
2132,"Battle High II"
2133,"Battle High III"
2134,"Battle High IV"
2135,"Battle High V"
2136,"Mortal Flame"
2137,"Final Decree Nisi γ"
2138,"Final Decree Nisi δ"
2139,"Final Judgment: Decree Nisi γ"
2140,"Final Judgment: Decree Nisi δ"
2141,"Final Judgment: Penalty IV"
2142,"Compressed Water"
2143,"Compressed Lightning"
2144,"Water Resistance Down II"
2145,"Lightning Resistance Down II"
2146,"Enigma Codex"
2147,"Enigma Codex"
2148,"Contact Prohibition Ordained"
2149,"Contact Regulation Ordained"
2150,"Escape Prohibition Ordained"
2151,"Escape Detection Ordained"
2152,"Final Word: Contact Prohibition"
2153,"Final Word: Contact Regulation"
2154,"Final Word: Escape Prohibition"
2155,"Final Word: Escape Detection"
2156,"Suppuration"
2157,"Oil"
2158,"Heavy"
2159,"Red Light"
2160,""
2161,"Forward March"
2162,"About Face"
2163,"Left Face"
2164,"Right Face"
2165,"Temporal Displacement"
2166,"Magitek Field"
2167,""
2168,"Divine Veil"
2169,"Divine Veil"
2170,"Flood of Shadow"
2171,"Dark Missionary"
2172,"Arm's Length"
2173,"Meditative Brotherhood"
2174,"Brotherhood"
2175,"Life Surge"
2176,"Meditation"
2177,"Tactician"
2178,"Warden's Grace"
2179,"Testudo"
2180,"Fast Draw"
2181,"Arm's Length"
2182,"Excogitation"
2183,"Nocturnal Field"
2184,"Retaliation"
2185,"Feint"
2186,"Concentrate"
2187,"Aetheric Burst"
2188,"Largesse"
2189,"Innovation"
2190,"Final Appraisal"
2191,"Muscle Memory"
2192,"Blight"
2193,""
2194,"Burns"
2195,""
2196,"Light in the Dark"
2197,"Death Becomes You"
2198,"Vulnerability Down"
2199,"Burns"
2200,"Electrocution"
2201,"Ancient Double"
2202,""
2203,"Mortal Powder Mark"
2204,"Normal"
2205,"Running Hot: +1"
2206,"Atlas"
2207,"Unwavering Will"
2208,"Blind to Rage"
2209,"Blind to Grief"
2210,"Pall of Rage"
2211,"Pall of Grief"
2212,"Running Hot: +2"
2213,"Vulnerability Up"
2214,"Army's Paeon"
2215,"The Wanderer's Minuet"
2216,"The Wanderer's Minuet"
2217,"Mage's Ballad"
2218,"Army's Paeon"
2219,"Shadow of the Dragon"
2220,"Damage Up"
2221,"Final Judgment: Penalty III"
2222,"Final Decree Nisi α"
2223,"Final Decree Nisi β"
2224,"Final Judgment: Decree Nisi α"
2225,"Final Judgment: Decree Nisi β"
2226,"Veneration"
2227,"Nascent Flash"
2228,"Surge Protection"
2229,"Static Condensation"
2230,"パニック"
2231,"Fury's Bolt"
2232,"System Shock"
2233,"Electrified"
2234,""
2235,"Hated of the Vortex"
2236,"Hated of Embers"
2237,"Irons of Purgatory"
2238,"Astral Effect"
2239,"Umbral Effect"
2240,"Forward with Thee"
2241,"Back with Thee"
2242,"Left with Thee"
2243,"Right with Thee"
2244,"Anemomorph"
2245,"Hated of Levin"
2246,"Slow"
2247,"Waymark"
2248,"Blunt Resistance Down"
2249,"Unstable"
2250,"Lightheaded"
2251,"Freezing"
2252,"Deep Freeze"
2253,"Refulgent Chain"
2254,"Refulgent Chain"
2255,"Refulgent Fate"
2256,"Refulgent Fate"
2257,"Lightsteeped"
2258,"Wyrmclaw"
2259,"Wyrmfang"
2260,"Hated of Frost"
2261,"Hated of the Wyrm"
2262,"Grace of Light"
2263,"Shock Spikes"
2264,"Braced"
2265,"Standing Firm"
2266,"Seduced"
2267,"Meat Shield"
2268,"Running Cold: -1"
2269,"FATE Participant"
2270,""
2271,"Panic"
2272,""
2273,""
2274,"Running Cold: -2"
2275,"Intemperate"
2276,"In Costume"
2277,"Hot Brand: +1"
2278,"Light Resistance Down"
2279,""
2280,"Enlarged"
2281,"Fully Enlarged"
2282,"Embolden"
2283,"Collective Unconscious"
2284,"Running Wild"
2285,"Fetters"
2286,"Fetters"
2287,"True Hallowed Ground"
2288,"Shield Protocol A"
2289,"Shield Protocol B"
2290,"Shield Protocol C"
2291,"Hot Brand: +2"
2292,"Cold Brand: -1"
2293,"Dash"
2294,"Pyretic Booster"
2295,"Aetherial Aegis"
2296,"Cold Brand: -2"
2297,"Hot Blade: +1"
2298,"Hot Blade: +2"
2299,"Cold Blade: -1"
2300,"Cold Blade: -2"
2301,"Tender Anaphylaxis"
2302,"Jealous Anaphylaxis"
2303,"True Walking Dead"
2304,"Floating Fetters"
2305,"Zombification"
2306,"Boot Camp Mode"
2307,"Safety Lock: Pyretic Booster"
2308,"Safety Lock: Aetherial Aegis"
2309,"A Bit Berserk"
2310,"Truly Berserk"
2311,"Spirit of the Aetherweaver"
2312,"Spirit of the Martialist"
2313,"Spirit of the Savior"
2314,"Spirit of the Veteran"
2315,"Spirit of the Platebearer"
2316,"Spirit of the Guardian"
2317,"Spirit of the Ordained"
2318,"Spirit of the Skirmisher"
2319,"Spirit of the Watcher"
2320,"Spirit of the Profane"
2321,"Spirit of the Irregular"
2322,"Spirit of the Breathtaker"
2323,"Spirit of the Bloodsucker"
2324,"Spirit of the Beast"
2325,"Spirit of the Templar"
2326,"Banner of Noble Ends"
2327,"Banner of Honored Sacrifice"
2328,"Banner of Tireless Conviction"
2329,"Banner of Firm Resolve"
2330,"Banner of Solemn Clarity"
2331,"Banner of Honed Acuity"
2332,"Lost Font of Magic"
2333,"Lost Protect"
2334,"Lost Shell"
2335,"Lost Swift"
2336,"Lost Stealth"
2337,"Lost Reflect"
2338,"Lost Spellforge"
2339,"Lost Steelsting"
2340,"Lost Banish"
2341,"Lost Bravery"
2342,"Auto-potion"
2343,"Auto-ether"
2344,"Auto-remedy"
2345,"Lost Manawall"
2346,"Lost Font of Power"
2347,"Vulnerability Up"
2348,"Reminiscence"
2349,"Deep Essence of the Victor"
2350,"Hastilude"
2351,"Hastilude Heartened"
2352,"Banner of Unyielding Defense"
2353,"Banner of Limitless Grace"
2354,"Banner of Transcendent Finesse"
2355,"Reraise"
2356,"Lost Incense"
2357,"Fully Analyzed"
2358,"Marching Orders"
