key,0,1,2
#,Name,AttackType,Recast<100ms>
int32,str,int32,int32
7653,"Ice Break",魔法,60,
7654,"Butcher",斬,60,
7655,"Twister",,60,
7656,"Twister",魔法,60,
7657,"Crosswind",魔法,30,
7658,"Twister",魔法,60,
7659,"Butcher",斬,60,
7660,"Howl",,60,
7661,"Sparkstorm",,60,
7662,"Sparkstorm",魔法,60,
7663,"Spark",魔法,60,
7664,"Spark",魔法,70,
7665,"Trembling Epigraph",魔法,60,
7666,"Flaring Epigraph",魔法,300,
7667,"Dark",魔法,160,
7668,"Dark",魔法,160,
7669,"Void Call",,0,
7670,"Tail Slap",打,0,
7671,"Murderous Shriek",魔法,0,
7672,"Petrifying Eye",魔法,0,
7673,"Miasma Breath",魔法,0,
7674,"Dark Thorn",魔法,0,
7675,"Evil Eye",魔法,0,
7676,"Sweet Steel",斬,0,
7677,"Void Fire IV",魔法,0,
7678,"Void Fire IV",魔法,0,
7679,"Void Thunder IV",魔法,0,
7680,"Void Call",,0,
7681,"Slimer",魔法,0,
7682,"Blood Sword",突,0,
7683,"Blood Rain",魔法,0,
7684,"Beguiling Mist",魔法,0,
7685,"Dark Mist",魔法,0,
7686,"Purple Haze",魔法,0,
7687,"Ravenous Bite",斬,80,
7688,"Abyssal Cry",魔法,300,
7689,"Soar",,0,
7690,"",,0,
7691,"",,0,
7692,"Fire IV",魔法,80,
7693,"Scathe",魔法,30,
7694,"Rock of Ages",魔法,160,
7695,"Trunk Tawse",打,160,
7696,"Razor Fang",突,140,
7697,"Scythe Tail",打,160,
7698,"Butcher",斬,160,
7699,"Rip",斬,10,
7700,"Pounce",突,240,
7701,"Mark of the Beast",斬,240,
7702,"Howling Wail",魔法,240,
7703,"Alicorn",突,160,
7704,"Innocence",魔法,160,
7705,"Spin",打,160,
7706,"Scorch",魔法,160,
7707,"Dark Wave",魔法,0,
7708,"",打,10,
7709,"",魔法,10,
7710,"Flare Star",,0,
7711,"Flare Star",魔法,0,
7712,"the Purge",魔法,0,
7713,"Sarva",,0,
7714,"Twin Spirit",打,0,
7715,"Twin Spirit",打,0,
7716,"Flaming Halberd",魔法,0,
7717,"Demonic Dive",魔法,0,
7718,"Cool Flame",魔法,0,
7719,"Sarva",,0,
7720,"Ice and Fire",,0,
7721,"Biting Halberd",魔法,0,
7722,"Tail End",魔法,0,
7723,"Ciclicle",魔法,0,
7724,"Southern Cross",,0,
7725,"Southern Cross",魔法,0,
7726,"鬼神：履行技スタート：演出アクション：ノーマル",,0,
7727,"Sarva",,0,
7728,"Ahura Mazda",斬,0,
7729,"Hard Thrust",突,0,
7730,"Berserk",,0,
7731,"Meracydian Meteor",魔法,0,
7732,"Comet",魔法,0,
7733,"Meracydian Fire",魔法,0,
7734,"Meracydian Fear",魔法,0,
7735,"Tyrfing",突,0,
7736,"Tyrfing",突,0,
7737,"Fire III",魔法,0,
7738,"Metal Cutter",斬,0,
7739,"the Demon's Claw",打,0,
7740,"Wave Cannon",魔法,0,
7741,"Wave Cannon",魔法,0,
7742,"attack",斬,0,
7743,"Metal Cutter",斬,0,
7744,"Metal Cutter",斬,0,
7745,"Jester's Reap",斬,0,
7746,"Hurl",打,140,
7747,"Bestial Bay",魔法,140,
7748,"the Wood Remembers",打,140,
7749,"Filoplumes",突,220,
7750,"Revelation",斬,60,
7751,"Redfire",魔法,220,
7752,"Megablaster",魔法,140,
7753,"Blaster",魔法,220,
7754,"Charged Whisker",魔法,140,
7755,"Burning Bright",魔法,140,
7756,"Rear Hoof",打,60,
7757,"Nicker",魔法,220,
7758,"Ni no Tachi",斬,0,
7759,"San no Tachi",斬,0,
7760,"attack",打,0,
7761,"Spike of Darkness",魔法,0,
7762,"Aetherochemical Flare",魔法,0,
7763,"Survival",魔法,3000,
7764,"Supernova",魔法,0,
7765,"Suiyaku",魔法,100,
7766,"",打,0,
7767,"Critical Gravity",魔法,0,
7768,"Flaming Halberd",魔法,0,
7769,"Flaming Halberd",,0,
7770,"Infinite Fire",魔法,0,
7771,"Infinite Ice",魔法,0,
7772,"the South Star",魔法,0,
7773,"the North Star",魔法,0,
7774,"the South Star",魔法,0,
7775,"the North Star",魔法,0,
7776,"Broken Seal",,0,
7777,"Blizzard",魔法,30,
7778,"Void Blizzard",魔法,150,
7779,"Petrifying Eye",魔法,0,
7780,"the South Star",魔法,0,
7781,"the North Star",魔法,0,
7782,"",魔法,25,
7783,"",,50,
7784,"",,50,
7785,"",,50,
7786,"",,50,
7787,"",,50,
7788,"",,50,
7789,"",,50,
7790,"",魔法,25,
7791,"",魔法,25,
7792,"",魔法,50,
7793,"",,50,
7794,"",,0,
7795,"",,50,
7796,"",,50,
7797,"",,25,
7798,"",,25,
7799,"",,25,
7800,"",,25,
7801,"",リミットブレイク,0,
7802,"",魔法,50,
7803,"",魔法,25,
7804,"",魔法,50,
7805,"",魔法,25,
7806,"",魔法,25,
7807,"",魔法,25,
7808,"Surface Breach",魔法,0,
7809,"",魔法,50,
7810,"",魔法,50,
7811,"",魔法,50,
7812,"",魔法,50,
7813,"",魔法,50,
7814,"",魔法,50,
7815,"Cordage",魔法,1,
7816,"Smoke Screen",魔法,25,
7817,"Cordage",魔法,1,
7818,"Tornado",魔法,10,
7819,"",,10,
7820,"Stone Cold",魔法,220,
7821,"Tropical Wind",,300,
7822,"Landsblood",魔法,0,
7823,"Qi of Water",魔法,25,
7824,"Qi of Wind",魔法,30,
7825,"Qi of Earth",魔法,30,
7826,"Clearout",斬,0,
7827,"Kenki Release",魔法,0,
7828,"Helm Crack",斬,0,
7829,"Cordage",打,0,
7830,"Harakiri",魔法,0,
7831,"Issen",斬,0,
7832,"Juji Shuriken",斬,0,
7833,"Clockwork Medium",,0,
7834,"",,0,
7835,"Clockwork Raiton",,0,
7836,"Clockwork Raiton",魔法,0,
7837,"Tatami-gaeshi",,0,
7838,"Tatami-gaeshi",魔法,0,
7839,"Harakiri",魔法,0,
7840,"Juji Shuriken",斬,0,
7841,"Wakizashi",斬,0,
7842,"Iai-giri",斬,0,
7843,"Metta-giri",斬,0,
7844,"Zanmato",斬,0,
7845,"Inoshikacho",,0,
7846,"Dragon's Lair",,0,
7847,"Zeni Masshigura",打,0,
7848,"Zeni Masshigura",打,0,
7849,"Zeni Masshigura",打,0,
7850,"Fragility",魔法,0,
7851,"Dragonfire",魔法,0,
7852,"Dragonflight",,0,
7853,"Dragonstrike",魔法,0,
7854,"Gratuity",,0,
7855,"Hissatsu: Chiten",,300,
7856,"Chiten-gaeshi",,0,
7857,"Hissatsu: Soten",,150,
7858,"Monomachy",,100,
7859,"Flunge",,15,
7860,"Hissatsu: Tsubame",斬,0,
7861,"Doom of the Living",リミットブレイク,0,
7862,"Vermilion Scourge",リミットブレイク,0,
7863,"Leg Sweep",,400,
7864,"Earth Tackle",,300,
7865,"Wind Tackle",,300,
7866,"Fire Tackle",,300,
7867,"Iaijutsu",,25,
7868,"Riddle of Wind",,0,
7869,"Dissolve Union",,10,
7870,"Brand",突,0,
7871,"Void Call",魔法,0,
7872,"Mini",魔法,0,
7873,"Slabber",魔法,300,
7874,"Jolt",魔法,0,
7875,"Veraero",魔法,0,
7876,"Verthunder",魔法,0,
7877,"Corps-a-corps",突,60,
7878,"Enchanted Riposte",魔法,30,
7879,"Enchanted Zwerchhau",魔法,30,
7880,"Enchanted Redoublement",魔法,30,
7881,"Displacement",突,60,
7882,"Vercure",魔法,60,
7883,"Burn",魔法,0,
7884,"Lightning Bolt",魔法,0,
7885,"the One Ruler",,0,
7886,"Wyrm Tail",打,0,
7887,"Twin Bolt",,0,
7888,"Twin Bolt",魔法,0,
7889,"Levinbolt",,60,
7890,"Levinbolt",魔法,60,
7891,"Charybdis",魔法,0,
7892,"Roar",魔法,0,
7893,"Flame",魔法,0,
7894,"Breath Wing",,0,
7895,"Flash Freeze",,0,
7896,"Downburst",,60,
7897,"Downburst",魔法,0,
7898,"Downburst",,0,
7899,"Landsblood",魔法,0,
7900,"the Classical Elements",,60,
7901,"Blaze",魔法,0,
7902,"Clamp",斬,0,
7903,"Fathom",,0,
7904,"Shark Eye",,200,
7905,"Shark Eye II",,200,
7906,"Veteran Trade",,0,
7907,"Bountiful Catch",,0,
7908,"Calm Waters",,0,
7909,"Nature's Bounty",,0,
7910,"Salvage",,0,
7911,"Truth of Oceans",,0,
7912,"Magitek Cannon",魔法,0,
7913,"Magitek Flamehook",魔法,180,
7914,"Diffractive Laser",魔法,200,
7915,"Launcher",魔法,0,
7916,"Limit Cut",,0,
7917,"Volcanic Howl",魔法,0,
7918,"Tail Smash",打,0,
7919,"Tail Swing",打,0,
7920,"Ripper Claw",斬,0,
7921,"Wild Charge",打,0,
7922,"Hot Charge",打,0,
7923,"Fireball",魔法,0,
7924,"Heat Breath",魔法,0,
7925,"Bone Shaker",魔法,0,
7926,"",魔法,0,
7927,"Heave",打,0,
7928,"Crumbling Crust",,0,
7929,"Rush",打,0,
7930,"War Cry",魔法,0,
7931,"Earthquake",魔法,0,
7932,"Rush",打,0,
7933,"Reconstruct",,0,
7934,"Reconstruct",魔法,0,
7935,"Travail",,0,
7936,"Tears from Hell",魔法,0,
7937,"Sacrifice",魔法,0,
7938,"Divine Punishment",魔法,0,
7939,"Destruction",魔法,0,
7940,"Empty Gaze",魔法,0,
7941,"",,0,
7942,"Rockslide",魔法,0,
7943,"Stone Skull",打,0,
7944,"Magnetism",魔法,0,
7945,"Feathercut",魔法,0,
7946,"Wind Unbound",魔法,0,
7947,"Flutterfall",,0,
7948,"Flutterfall",魔法,0,
7949,"Eye of the Fierce",魔法,0,
7950,"Feather Squall",魔法,0,
7951,"Wingbeat",魔法,0,
7952,"Flutterfall",,0,
7953,"Pinion",魔法,0,
7954,"Flutterfall",魔法,0,
7955,"Crumbling Crust",魔法,0,
7956,"Wheel",打,0,
7957,"Magitek Fire II",魔法,0,
7958,"Magitek Fire III",魔法,0,
7959,"Haywire",,0,
7960,"Haywire",,0,
7961,"Magitek Pulse",,0,
7962,"Magitek Pulse",魔法,0,
7963,"Stab",突,0,
7964,"Gale Cut",,0,
7965,"Fire II",魔法,0,
7966,"Blizzard II",魔法,0,
7967,"Thunder II",魔法,0,
7968,"Overflow",魔法,0,
7969,"Barrier Shift",,0,
7970,"Barrier Shift",,0,
7971,"Barrier Shift",,0,
7972,"Counter",魔法,0,
7973,"Ketu & Rahu",,0,
7974,"Ketu Slash",斬,0,
7975,"Ketu Cutter",斬,0,
7976,"Ketu Wave",魔法,0,
7977,"Rahu Blaster",魔法,0,
7978,"Rahu Ray",魔法,0,
7979,"Rahu Comet",魔法,0,
7980,"",,0,
7981,"Scream of the Dead",魔法,0,
7982,"Fluid Swing",打,120,
7983,"Splash",魔法,0,
7984,"Protean Wave",魔法,0,
7985,"Cascade",魔法,0,
7986,"Digititis",魔法,0,
7987,"Ferrofluid",魔法,0,
7988,"Brine Bomb",魔法,180,
7989,"Splash",魔法,0,
7990,"Hydrocannon",魔法,120,
7991,"Electric Swipe",魔法,200,
7992,"Ruby Tide",,0,
7993,"Body Slam",打,300,
7994,"Immersion",魔法,600,
7995,"Expulsion",斬,500,
7996,"Electric Whorl",魔法,400,
7997,"Epigraph",魔法,120,
7998,"Fiery Epigraph",魔法,0,
7999,"Flaming Epigraph",魔法,200,
8000,"Trembling Epigraph",魔法,360,
8001,"Trembling Epigraph",魔法,200,
8002,"Flaring Epigraph",魔法,500,
8003,"Mucus Spray",魔法,300,
8004,"White Breath",ブレス,240,
8005,"Mean Thrash",打,160,
8006,"Shockwave Stomp",魔法,600,
8007,"Incinerating Lahar",魔法,30,
8008,"Incinerating Lahar",魔法,30,
8009,"Black Blood",魔法,0,
8010,"Hex",ブレス,0,
8011,"Devour",斬,0,
8012,"111-tonze Swing",斬,300,
8013,"1111-tonze Swing",斬,500,
8014,"11-tonze Swipe",打,180,
8015,"Enchanted Moulinet",斬,0,
8016,"Hunger",,0,
8017,"Dark Fire III",魔法,0,
8018,"Soulsteal",魔法,0,
8019,"Fire Burst",魔法,0,
8020,"Bleeding Flame",,0,
8021,"Brand",突,0,
8022,"Amorphous Applause",打,0,
8023,"Hydroball",魔法,0,
8024,"Sea Swallows All",魔法,0,
8025,"Overtow",魔法,0,
8026,"Concussive Oscillation",魔法,0,
8027,"Concussive Oscillation",魔法,0,
8028,"Bloodburst",魔法,0,
8029,"Shadowstrike",魔法,0,
8030,"Shadowflow",,0,
8031,"",,0,
8032,"Enter Night",,0,
8033,"Shadow Split",,0,
8034,"Shadowflow",,0,
8035,"Ill Will",魔法,0,
8036,"Head Butt",打,0,
8037,"Morbid Advance",魔法,0,
8038,"Morbid Retreat",魔法,0,
8039,"Somber Melody",魔法,0,
8040,"Void Water III",魔法,0,
8041,"Virgin Tears",,0,
8042,"Ball of Malice",魔法,0,
8043,"Mark of Death",,200,
8044,"Flying Press",打,0,
8045,"Deadly Thrust",突,120,
8046,"Realm Shaker",打,400,
8047,"Molten Silk",ブレス,300,
8048,"Molten Silk",ブレス,300,
8049,"Molten Silk",ブレス,300,
8050,"Sharp Strike",打,0,
8051,"Mucal Glob",,0,
8052,"Mucal Glob",魔法,0,
8053,"Shuck",打,0,
8054,"Pitiful Fall",,0,
8055,"Triumphant Rise",,0,
8056,"Digestive Fluid",,0,
8057,"Digest",魔法,0,
8058,"Seduce",魔法,0,
8059,"Coriolis Kick",打,0,
8060,"Abyssal Volcano",魔法,0,
8061,"Geothermal Flatulence",魔法,0,
8062,"Old",,0,
8063,"Tornadogenesis",打,0,
8064,"Thick Fog",魔法,0,
8065,"Black Tide",魔法,0,
8066,"Mad Stare",魔法,0,
8067,"透明：波紋",,0,
8068,"Bubble Burst",魔法,0,
8069,"Bite and Run",斬,0,
8070,"Bite and Run",斬,0,
8071,"Foul Nail",斬,0,
8072,"Fish out of Water",打,0,
8073,"Fire Arrow",魔法,0,
8074,"",,0,
8075,"Tidal Wave",魔法,0,
8076,"Hellfire",魔法,0,
8077,"Judgment Bolt",魔法,0,
8078,"Diamond Dust",魔法,0,
8079,"Earthen Fury",魔法,0,
8080,"Aerial Blast",魔法,0,
8081,"",,0,
8082,"",,0,
8083,"Tail Slap",打,0,
8084,"",,0,
8085,"Protostar",,0,
8086,"Meteor Impact",魔法,0,
8087,"Explosive Hatch",魔法,0,
8088,"Dark Matter",魔法,0,
8089,"Hypernova",,0,
8090,"Hypernova",魔法,0,
8091,"Levinbolt",,0,
8092,"Levinbolt",魔法,0,
8093,"Earth Breath",魔法,0,
8094,"Earth Breath",魔法,0,
8095,"Summon Icicle",,0,
8096,"Icicle Impact",突,0,
8097,"Spikesicle",突,0,
8098,"Ice Storm",,0,
8099,"Ice Storm",魔法,0,
8100,"Akh Morn",魔法,0,
8101,"Akh Morn",魔法,0,
8102,"Akh Rhai",魔法,0,
8103,"Akh Rhai",魔法,0,
8104,"Gyre Charge",魔法,0,
8105,"attack",突,0,
8106,"Tidal Wave",,0,
8107,"Hellfire",,0,
8108,"Judgment Bolt",,0,
8109,"Diamond Dust",,0,
8110,"Earthen Fury",,0,
8111,"Aerial Blast",,0,
8112,"Origins of Fire",魔法,250,
8113,"Origins of Ice",魔法,0,
8114,"Origins of Thunder",,0,
8115,"Fire",魔法,25,
8116,"Origins of Flare",魔法,0,
8117,"Cermet Pile",突,150,
8118,"Immortal Flame",魔法,30,
8119,"Mine Layer",,0,
8120,"Open Fire",,0,
8121,"Open Fire",魔法,0,
8122,"Self-detonate",魔法,0,
8123,"Protostar",魔法,0,
8124,"the Sultan's Brand",,0,
8125,"the Sultan's Brand",斬,0,
8126,"Low Blow",打,0,
8127,"Stonefall",,0,
8128,"Stonefall",打,0,
8129,"Brightblade",突,0,
8130,"Brightburn",魔法,0,
8131,"Crushing Blow",,0,
8132,"Crushing Blow",魔法,0,
8133,"Lunge Cut",斬,150,
8134,"Victory Slash",斬,150,
8135,"Shield Blast",打,0,
8136,"Shuddering Swipe",打,0,
8137,"Shuddering Swipe",打,0,
8138,"the Four Winds",魔法,0,
8139,"the Four Winds",魔法,0,
8140,"Nald's Whisper",,0,
8141,"Nald's Whisper",魔法,0,
8142,"",,0,
8143,"",,0,
8144,"Burning Chains",魔法,0,
8145,"Pounce",斬,0,
8146,"",,0,
8147,"Radial Blaster",魔法,0,
8148,"Wide Blaster",魔法,0,
8149,"Basic Instinct",,0,
8150,"Electric Burst",魔法,0,
8151,"Heat Lightning",,0,
8152,"Heat Lightning",魔法,0,
8153,"Fourfold Shear",斬,0,
8154,"Cardinal Shift",斬,0,
8155,"Fore and Aft",,0,
8156,"Port and Star",,0,
8157,"Shear",斬,0,
8158,"Killer Instinct",,0,
8159,"",,0,
8160,"Counter Parry",打,0,
8161,"Hellseal",,0,
8162,"Hellseal",魔法,0,
8163,"Tapas",,0,
8164,"Tapas",魔法,0,
8165,"Hurricane Kick",打,0,
8166,"Touch of Slaughter",打,0,
8167,"Spirit Wave",魔法,0,
8168,"Windburn",魔法,0,
8169,"Coeurl Whisper",,0,
8170,"Mighty Blow",魔法,0,
8171,"Silent Roar",魔法,0,
8172,"",,0,
8173,"Rhalgr's Piece",打,0,
8174,"the Rose of Destruction",魔法,0,
8175,"Furious Fists",,0,
8176,"Rhalgr's Fist",打,0,
8177,"Impact",打,0,
8178,"Chakra Drain",魔法,0,
8179,"Chakra Drain",魔法,0,
8180,"Gyre Charge",魔法,0,
8181,"Paralyze III",魔法,300,
8182,"Concussive Oscillation",魔法,150,
8183,"1000 Spines",突,0,
8184,"Wild Speed",打,0,
8185,"Heavy Shot",突,60,
8186,"Heavy Swing",斬,60,
8187,"Hurl",打,120,
8188,"Spin",打,60,
8189,"Buffet",打,220,
8190,"Scythe Tail",打,160,
8191,"Butcher",斬,80,
8192,"Rip",斬,0,
8193,"Rock Throw",打,120,
8194,"Nightmarish Light",魔法,240,
8195,"Garish Light",魔法,60,
8196,"Stagnant Spray",魔法,60,
8197,"Bog Bomb",魔法,120,
8198,"Pheromone Leak",魔法,0,
8199,"Stinger Cell",突,60,
8200,"Apitoxin",魔法,0,
8201,"Straight Spindle",突,0,
8202,"Spear of Thunder",突,120,
8203,"Golden Talons",斬,80,
8204,"Freefall",打,200,
8205,"Alpine Draft",魔法,160,
8206,"Winds of Winter",魔法,400,
8207,"Hellseal",魔法,0,
8208,"Aqua Ball",,0,
8209,"Aqua Ball",魔法,0,
8210,"アクアボール：肥大1：竜宮城：ボス1",,0,
8211,"アクアボール：肥大2：竜宮城：ボス1",,0,
8212,"破裂",魔法,0,
8213,"Tapas",魔法,0,
8214,"Crippling Blow",打,0,
8215,"Pure Will",魔法,0,
8216,"Void Spark",魔法,0,
8217,"Thrub",打,0,
8218,"Deep Darkness",魔法,0,
8219,"Magic Burst",魔法,0,
8220,"assail",斬,0,
8221,"Rasen Kaikyo",,0,
8222,"Rasen Kaikyo",魔法,0,
8223,"Yata-no-Kagami",魔法,0,
8224,"Brightstorm",魔法,0,
8225,"Sheer Force",魔法,0,
8226,"Ame-no-Murakumo",魔法,0,
8227,"Stormsplitter",斬,0,
8228,"the Hidden Gate",,0,
8229,"the Sealed Gate",,0,
8230,"Ukehi",魔法,0,
8231,"Ukehi",魔法,0,
8232,"Seasplitter",魔法,0,
8233,"Seasplitter",魔法,0,
8234,"Seasplitter",魔法,0,
8235,"Seasplitter",魔法,0,
8236,"assail",斬,0,
8237,"Rasen Kaikyo",,0,
8238,"Rasen Kaikyo",魔法,0,
8239,"Yata-no-Kagami",魔法,0,
8240,"Brightstorm",魔法,0,
8241,"Sheer Force",魔法,0,
8242,"Ame-no-Murakumo",魔法,0,
8243,"Stormsplitter",斬,0,
8244,"the Hidden Gate",,0,
8245,"the Sealed Gate",,0,
8246,"Ukehi",魔法,0,
8247,"Ukehi",魔法,0,
8248,"Seasplitter",魔法,0,
8249,"Seasplitter",魔法,0,
8250,"Seasplitter",魔法,0,
8251,"Seasplitter",魔法,0,
8252,"Levinbolt",魔法,0,
8253,"Electrocution",魔法,0,
8254,"Churn",魔法,0,
8255,"Churning Deep",魔法,0,
8256,"Yasakani-no-Magatama",,0,
8257,"the Parting Clouds",魔法,0,
8258,"Ukhei",魔法,0,
8259,"Shock",魔法,0,
8260,"Shock",魔法,0,
8261,"Void Spark",魔法,40,
8262,"Target Search",,0,
8263,"Lock On",魔法,0,
8264,"Tail Laser",,0,
8265,"Tail Laser",突,0,
8266,"Tail Laser",魔法,0,
8267,"Tail Laser",突,0,
8268,"Tail Laser",魔法,0,
8269,"Electromagnetic Field",魔法,0,
8270,"Mindjack",魔法,0,
8271,"Mana Burst",魔法,0,
8272,"Magitek Disruptor",魔法,0,
8273,"",,0,
8274,"",,0,
8275,"",,0,
8276,"Magitek Ray",魔法,0,
8277,"Snapping Spell",打,10,
8278,"",,0,
8279,"Order to Charge",,0,
8280,"Order to Fire",,0,
8281,"Order to Detonate",,0,
8282,"Aetherochemical Grenado",魔法,0,
8283,"Integrated Aetheromodulator",魔法,0,
8284,"Self-detonate",魔法,0,
8285,"Demimagicks",,0,
8286,"Demimagicks",魔法,0,
8287,"",,0,
8288,"Unmoving Troika",斬,0,
8289,"Unmoving Troika",斬,0,
8290,"Unmoving Troika",斬,0,
8291,"",魔法,1,
8292,"",,0,
8293,"Art of the Swell",魔法,0,
8294,"Art of the Storm",魔法,0,
8295,"",魔法,0,
8296,"Art of the Sword",,0,
8297,"Art of the Sword",魔法,0,
8298,"",魔法,0,
8299,"Lightless Spark",魔法,0,
8300,"Vein Splitter",魔法,0,
8301,"Concentrativity",魔法,0,
8302,"",,0,
8303,"Storm, Swell, Sword",,0,
8304,"Storm, Swell, Sword",ブレス,0,
8305,"Infusion",打,0,
8306,"Zanmato",,0,
8307,"Mark of Death",,0,
8308,"Cannonfire",,75,
8309,"Cannonfire",魔法,10,
8310,"Gunblade",突,0,
8311,"Scarlet Thread",魔法,0,
8312,"Flame Wreath",魔法,0,
8313,"Pirouette",斬,0,
8314,"Soulsteal",魔法,0,
8315,"Void Rot",,0,
8316,"Particle Beam",魔法,0,
8317,"Particle Beam",魔法,0,
8318,"Wild Speed",,0,
8319,"Dharani",,200,
8320,"Hundred Fists",,600,
8321,"",,0,
8322,"Deployment",,0,
8323,"Gale Cut",突,0,
8324,"Stellar Detonation",,30,
8325,"Magitek Pulse",,0,
8326,"Ketu Cut",,0,
8327,"Rahu Cut",,0,
8328,"Rahu Comet",魔法,0,
8329,"Rahu Comet",魔法,0,
8330,"Rush",打,0,
8331,"Ketu Slash",斬,0,
8332,"Ketu Slash",斬,0,
8333,"the Altered Gate",,0,
8334,"Rahu Blaster",魔法,0,
8335,"Rahu Blaster",魔法,0,
8336,"Magitek Pulse",魔法,0,
8337,"Terminus Est",魔法,0,
8338,"",,0,
8339,"Epigraph",魔法,10,
8340,"Diffractive Laser",魔法,0,
8341,"Dynamic Sensory Jammer",魔法,0,
8342,"Dynamic Sensory Jammer",魔法,0,
8343,"Innocence",斬,120,
8344,"Plan B",,0,
8345,"Chopping Block",,0,
8346,"Chopping Block",魔法,0,
8347,"Magitek Cannon",魔法,0,
8348,"Diffractive Laser",魔法,200,
8349,"Cermet Pile",突,10,
8350,"Garlean Fire",,10,
8351,"Garlean Fire",魔法,0,
8352,"Self-detonate",魔法,10,
8353,"Magitek Ray",魔法,10,
8354,"Circle of Death",打,10,
8355,"2-tonze Magitek Missile",魔法,10,
8356,"Magitek Missiles",,10,
8357,"Magitek Missiles",魔法,0,
8358,"Magitek Missiles",魔法,0,
8359,"Chain Mine",魔法,0,
8360,"Chainsaw",斬,10,
8361,"Chainsaw",斬,0,
8362,"Gunsaw",突,10,
8363,"Gunsaw",突,10,
8364,"Delay-action Charge",,10,
8365,"Delay-action Charge",魔法,0,
8366,"Thermobaric Charge",,10,
8367,"Thermobaric Charge",魔法,0,
8368,"",,10,
8369,"Clean Cut",斬,10,
8370,"the Order",,0,
8371,"Terminus Est",,0,
8372,"Raging Rush",斬,0,
8373,"Terra Firma",,0,
8374,"Terra Firma",魔法,0,
8375,"Inner Flame",斬,0,
8376,"",,0,
8377,"Inner Flame",魔法,0,
8378,"Onslaught",打,0,
8379,"Inner Passion",,0,
8380,"Inner Passion",魔法,0,
8381,"Flames of Passion",魔法,0,
8382,"Seventh Sense",,0,
8383,"the Burning Steppe",,0,
8384,"the Burning Steppe",魔法,0,
8385,"the Ruling Steppe",,0,
8386,"the Ruling Steppe",魔法,0,
8387,"Tusk Butt",打,0,
8388,"Violent Earth",,0,
8389,"Violent Earth",魔法,0,
8390,"Tomahawk",斬,0,
8391,"Holmgang",,0,
8392,"Falling Dusk",魔法,0,
8393,"Falling Dusk",魔法,0,
8394,"Dispelling Wind",魔法,60,
8395,"Broken Ridge",魔法,0,
8396,"Flame",魔法,0,
8397,"Howling Icewind",魔法,0,
8398,"Howling Moonlight",魔法,0,
8399,"Howling Bloomshower",魔法,0,
8400,"Howling Icewind",,0,
8401,"Howling Moonlight",,0,
8402,"Howling Bloomshower",,0,
8403,"Magitek Cannon",,10,
8404,"Hissatsu: Gyoten",斬,10,
8405,"Butcher",斬,10,
8406,"Rip",斬,10,
8407,"Scythe Tail",打,10,
8408,"Tenka Goken",斬,10,
8409,"Mudslinger",,10,
8410,"Bombslinger",,10,
8411,"Bombslinger",魔法,10,
8412,"Hissatsu: Kyuten",斬,10,
8413,"Hissatsu: Gyoten",斬,10,
8414,"Hissatsu: To",,10,
8415,"Hissatsu: To",斬,10,
8416,"Hissatsu: Kiku",,10,
8417,"Hissatsu: Kiku",斬,10,
8418,"Arashi",,10,
8419,"Arashi",斬,10,
8420,"Maiogi",,10,
8421,"Maiogi",斬,10,
8422,"Musojin",,10,
8423,"Musojin",斬,10,
8424,"",斬,10,
8425,"Shinkyugan",,10,
8426,"Tenka Goken",斬,10,
8427,"Raiko-zuki",斬,10,
8428,"Raiko-zuki",斬,10,
8429,"Mijin-giri",,10,
8430,"Mijin-giri",斬,10,
8431,"Hissatsu: Gyoten",,10,
8432,"Hissatsu: Gyoten",斬,10,
8433,"Hissatsu: Kyuten",斬,10,
8434,"Mijin-giri",,10,
8435,"Mijin-giri",斬,10,
8436,"Shin-getsubaku",,10,
8437,"Shin-getsubaku",魔法,10,
8438,"Ugetsuzan",,10,
8439,"Ugetsuzan",斬,10,
8440,"Ugetsuzan",斬,10,
8441,"Ugetsuzan",斬,10,
8442,"Ugetsuzan",斬,10,
8443,"Kurui-yukikaze",,10,
8444,"Kurui-gekko",,10,
8445,"Kurui-kasha",,10,
8446,"Kurui-yukikaze",斬,10,
8447,"Kurui-gekko",斬,10,
8448,"Kurui-kasha",斬,10,
8449,"Whitefang",,0,
8450,"Dragonspirit",魔法,0,
8451,"Land of the Dead",魔法,0,
8452,"Spiral Hell",,0,
8453,"Spiral Hell",魔法,0,
8454,"Dark",魔法,150,
8455,"Plan B",,0,
8456,"Forward Kick",打,0,
8457,"Headsman's Delight",,25,
8458,"Shadow of Death",,0,
8459,"Shadow of Death",魔法,0,
8460,"Dark Chain",魔法,0,
8461,"Execution",魔法,0,
8462,"Dark Dance",斬,0,
8463,"Insurgency",,0,
8464,"Dark",魔法,30,
8465,"Reverse",魔法,0,
8466,"Cure",魔法,0,
8467,"Cure II",魔法,0,
8468,"Cure III",,0,
8469,"Cure III",魔法,0,
8470,"Cure III",,0,
8471,"Cure III",,0,
8472,"Aetherial Gust",魔法,0,
8473,"",,0,
8474,"Sacred Slash",斬,0,
8475,"Sacred Scourge",斬,0,
8476,"Sacred Blade",斬,0,
8477,"Spiral Heaven",,0,
8478,"Spiral Heaven",魔法,0,
8479,"Seed of Conviction",,0,
8480,"Seed of Conviction",魔法,0,
8481,"Reprobation",突,0,
8482,"Sacred Braver",斬,0,
8483,"Onslaught",打,0,
8484,"Upheaval",打,0,
8485,"Destruction",,0,
