key,0,1,2
#,Name,AttackType,Recast<100ms>
int32,str,int32,int32
3810,"プライモーディアルロア",魔法,0,
3811,"アビスバスター",ブレス,0,
3812,"ダークスター",魔法,0,
3813,"カオスブラスト",魔法,0,
3814,"コメット",,0,
3815,"ヘヴンスフォール",,0,
3816,"コメット",打,0,
3817,"ヘヴンスフォール",打,0,
3818,"ヘヴンスフォール",打,0,
3819,"カオスブラスト",魔法,0,
3820,"消化",魔法,100,
3821,"一斉射撃",突,0,
3822,"爆発霧散",魔法,0,
3823,"熱風",魔法,0,
3824,"ヴォイド・ブリザガ",魔法,50,
3825,"ターミナス・エスト",魔法,150,
3826,"攻撃",打,0,
3827,"フルイドスイング",打,0,
3828,"スプラッシュ",魔法,0,
3829,"プロティアンウェイブ",魔法,0,
3830,"プロティアンウェイブ",魔法,0,
3831,"プロティアンウェイブ",魔法,0,
3832,"プロティアンウェイブ",魔法,0,
3833,"スルース",,0,
3834,"スルース",魔法,0,
3835,"スルース",魔法,0,
3836,"フルイドスイング",打,0,
3837,"バルブオープン",,0,
3838,"カスケード",魔法,0,
3839,"カスケード",魔法,0,
3840,"ゆびさき",,0,
3841,"マグネット",,0,
3842,"リキッドジェイル",魔法,0,
3843,"攻撃",打,0,
3844,"攻撃",打,0,
3845,"フルイドストライク",打,0,
3846,"フルイドストライク",打,0,
3847,"ウォッシュアウェイ",魔法,0,
3848,"ゆびさき",,0,
3849,"水量均等化",,0,
3850,"ハンド・オブ・ペイン",魔法,0,
3851,"ハンド・オブ・プレイヤー",魔法,0,
3852,"ハンド・オブ・パーティング",魔法,0,
3853,"フルイドクロー",,0,
3854,"はなす",,0,
3855,"コンタミネーション",魔法,0,
3856,"ドレナージ",魔法,0,
3857,"セヴィアーコンタミネーション",魔法,0,
3858,"マグネット",,0,
3859,"磁力",,0,
3860,"強磁力",打,0,
3861,"反発",,0,
3862,"",魔法,0,
3863,"コンタミネーション",魔法,0,
3864,"ドレナージ",魔法,0,
3865,"プロティアンウェイブ",魔法,0,
3866,"リキッドジェイル",魔法,0,
3867,"水圧充填",,0,
3868,"アウトバースト",魔法,0,
3869,"オイルブラスト",魔法,0,
3870,"オイルブラスト",魔法,0,
3871,"漏電",魔法,0,
3872,"漏電",魔法,0,
3873,"ヌメヌメ",,0,
3874,"",,0,
3875,"",,0,
3876,"",,0,
3877,"",,0,
3878,"",,0,
3879,"",,0,
3880,"",,0,
3881,"ハイドロモーフ",,0,
3882,"カウンターシェイド",,0,
3883,"毛状羽",突,0,
3884,"フェザースコール",,0,
3885,"フェザースコール",魔法,0,
3886,"サイドスリップ",魔法,0,
3887,"雷放電",魔法,0,
3888,"雷帯電",,0,
3889,"雷放射",魔法,0,
3890,"感電",,0,
3891,"感電",魔法,0,
3892,"避雷",魔法,0,
3893,"落雷",魔法,0,
3894,"リフラックス",魔法,600,
3895,"スパイクテール",突,150,
3896,"サーペントアップル",打,0,
3897,"ボディスラム",打,0,
3898,"原罪",魔法,0,
3899,"堕罪",魔法,0,
3900,"毒気",,0,
3901,"爆発霧散",魔法,0,
3902,"サイクロンセパレータ",,0,
3903,"真紅の吐息",魔法,0,
3904,"真紅の珠",,0,
3905,"真紅の珠",魔法,0,
3906,"真紅の熱線",魔法,0,
3907,"竜の咆哮",魔法,0,
3908,"漆黒の珠",,0,
3909,"漆黒炎",魔法,0,
3910,"マサカーインフェルノ",魔法,0,
3911,"マサカーインフェルノ",魔法,0,
3912,"飛翔",,0,
3913,"降下",,0,
3914,"パーソナルバリア",,0,
3915,"ブレイジングトレイル",魔法,0,
3916,"ファイアボール",魔法,0,
3917,"ロースト",魔法,0,
3918,"ファイアボール",魔法,0,
3919,"タッチダウン",打,0,
3920,"ライムリリース",魔法,0,
3921,"フロストブレス",魔法,0,
3922,"大誘爆",魔法,0,
3923,"冷風",,0,
3924,"ターミナス・エスト",,0,
3925,"サングインブレード",魔法,0,
3926,"行間の魔",魔法,30,
3927,"有毒花粉",魔法,0,
3928,"ファイアボール",魔法,0,
3929,"アイスボール",魔法,0,
3930,"ドラゴンブラッド",,0,
3931,"蒸気ミサイル",魔法,0,
3932,"モータルレボリューション",ブレス,0,
3933,"パーペチュアルレイ",魔法,0,
3934,"カーネイジ・ゼロ",,0,
3935,"パーペチュアルレイ",魔法,0,
3936,"蒸気ミサイル",魔法,0,
3937,"ディスコイド",,0,
3938,"緊急隔離",,0,
3939,"カーネイジ",,0,
3940,"ジャッジメントナイサイ",,0,
3941,"ジャッジメントナイサイ",,0,
3942,"スチームジャッジ",,0,
3943,"魔科学レーザー",魔法,0,
3944,"爆散",ブレス,0,
3945,"パンツァーファウスト",打,60,
3946,"軟化蒸気",,60,
3947,"カルトシュトラール",斬,80,
3948,"ヴィルベルヴィント",,0,
3949,"汚染蒸気",,100,
3950,"複雑性還元",魔法,0,
3951,"ビーム吸収",,0,
3952,"放散レーザー",魔法,0,
3953,"断罪",魔法,0,
3954,"懲罰",魔法,0,
3955,"断罪",魔法,0,
3956,"懲罰",魔法,0,
3957,"汚染蒸気",魔法,0,
3958,"死刑判決",魔法,0,
3959,"炸裂",ブレス,0,
3960,"攻撃",突,0,
3961,"ワード・オブ・ウィンター",魔法,0,
3962,"滅多斬り",斬,0,
3963,"多重斬り",,0,
3964,"多重斬り",,0,
3965,"多重斬り",斬,0,
3966,"剣風",斬,0,
3967,"限界可動",,0,
3968,"剣圧",魔法,0,
3969,"11トンズ・スワイプ",斬,0,
3970,"111トンズ・スイング",斬,0,
3971,"10トンズ・スラッシュ",打,0,
3972,"雄叫び",ブレス,0,
3973,"雄叫び",魔法,0,
3974,"ズームイン",打,0,
3975,"1111トンズ・スイング",斬,0,
3976,"フィースト",,0,
3977,"聖別の光",魔法,0,
3978,"アンホーリー",魔法,0,
3979,"魔科学爆弾",魔法,0,
3980,"爆発",魔法,0,
3981,"エデュケーター",魔法,0,
3982,"拷問",魔法,0,
3983,"魔科学地雷",,0,
3984,"地雷爆発",魔法,0,
3985,"シード・オブ・リバー",魔法,0,
3986,"調教装置起動",,0,
3987,"",,0,
3988,"オートマチックカノン",魔法,0,
3989,"",魔法,0,
3990,"",魔法,0,
3991,"戒めの鉄鎖",,0,
3992,"サンダースラスト",魔法,0,
3993,"ライトニング",魔法,0,
3994,"ドラゴンブラッド",,0,
3995,"リッパークロウ",斬,0,
3996,"ファイアボール",魔法,0,
3997,"火炎の息",魔法,0,
3998,"テールスマッシュ",打,0,
3999,"ワイルドチャージ",打,0,
4000,"ハンド・オブ・ザ・エンパイア",魔法,0,
4001,"イノセンス",斬,0,
4002,"マーキング",,0,
4003,"テールスクリュー",魔法,0,
4004,"ワイルドインスティンクト",,0,
4005,"オーダー",魔法,0,
4006,"",,200,
4007,"魔導ナパーム",魔法,0,
4008,"バーン",魔法,300,
4009,"カオスブラスト",魔法,0,
4010,"白鯨の猛り",ブレス,0,
4011,"バリーンボム",,0,
4012,"レインストーム",,0,
4013,"モータルレボリューション",ブレス,0,
4014,"プライマルティアー",魔法,0,
4015,"シャープガスト",,0,
4016,"落雷",,0,
4017,"マジックバブル",,0,
4018,"身震い",,0,
4019,"白鯨の咆吼",,0,
4020,"バブルブロウ",魔法,0,
4021,"天候操作",,0,
4022,"爆発",魔法,10,
4023,"スピリチュアル・レイ",魔法,1200,
4024,"水鉄砲",魔法,0,
4025,"デスブロッサム",斬,0,
4026,"モローモート",,200,
4027,"フォーリングスカイ",魔法,20,
4028,"ハウリングウィング",打,0,
4029,"強風",魔法,0,
4030,"業風",魔法,0,
4031,"ドライフィン",魔法,0,
4032,"デッドウィンド",,0,
4033,"ウェットフィン",魔法,0,
4034,"デッドウォーター",,0,
4035,"バリーンボム",魔法,0,
4036,"真空波",魔法,0,
4037,"雲神気流",魔法,0,
4038,"強制排除",,0,
4039,"",,0,
4040,"",,0,
4041,"",,0,
4042,"拘束弾",,0,
4043,"ボディブレイクブロック",,0,
4044,"ブレインブレイクブロック",,0,
4045,"鋼の意志",,0,
4046,"狙撃",突,0,
4047,"ゴブリンラッシュ",斬,0,
4048,"ゴブ爆発",ブレス,0,
4049,"機関砲",突,0,
4050,"重圧弾",,0,
4051,"強酸弾",,100,
4052,"カルトシュトラール",斬,0,
4053,"蒸気圧上昇",,0,
4054,"ブリッツシュトラール",突,0,
4055,"機関砲",突,0,
4056,"ブームカノン",,0,
4057,"突撃命令",,0,
4058,"絨毯爆撃",,0,
4059,"切り札",,0,
4060,"爆発",魔法,0,
4061,"大爆発",魔法,0,
4062,"重圧弾",,25,
4063,"電圧弾",,25,
4064,"強酸弾",,25,
4065,"電磁石",,25,
4066,"爆発霧散",,0,
4067,"充電",,30,
4068,"FF11クラブ：マウント・ゴブリンカニ戦車：自爆",魔法,0,
4069,"レインストーム",魔法,0,
4070,"サンダーヘッド",魔法,0,
4071,"落雷",魔法,0,
4072,"クリアビジョン",,0,
4073,"バウンティフルイールド",,0,
4074,"収集品採集",,0,
4075,"慎重選別",,0,
4076,"大胆選別",,0,
4077,"直感選別",,0,
4078,"審美眼",,0,
4079,"コーション",,0,
4080,"ディープブレス",,0,
4081,"山師の眼力",,0,
4082,"ドレッジ",,0,
4083,"ドレッジII",,0,
4084,"シングルマインド",,0,
4085,"ラストディッチ",,0,
4086,"フローラマスタリー",,0,
4087,"バウンティフルハーベスト",,0,
4088,"収集品採集",,0,
4089,"慎重選別",,0,
4090,"大胆選別",,0,
4091,"直感選別",,0,
4092,"審美眼",,0,
4093,"コーション",,0,
4094,"ディープブレス",,0,
4095,"開拓者の眼力",,0,
4096,"プルーン",,0,
4097,"プルーンII",,0,
4098,"シングルマインド",,0,
4099,"ラストディッチ",,0,
4100,"引掛釣り",,0,
4101,"収集品採集",,0,
4102,"ペーシェンス",,0,
4103,"ストロングフッキング",,0,
4104,"撒き餌",,0,
4105,"フィッシュアイ",,0,
4106,"ペーシェンスII",,0,
4107,"",,0,
4108,"トーテム召喚",,0,
4109,"トーテム召喚",打,0,
4110,"トーテム再生",,0,
4111,"鳥人撃",打,0,
4112,"モロークラウド",魔法,0,
4113,"烈風",魔法,0,
4114,"ディープデプレッション",,0,
4115,"真空波",魔法,0,
4116,"タービン",魔法,0,
4117,"フィンレイ",魔法,0,
4118,"ウォーターショット",魔法,0,
4119,"オーバーフロー",魔法,0,
4120,"",,0,
4121,"",,0,
4122,"再臨",,0,
4123,"",,0,
4124,"",,0,
4125,"ヘヴンリースラッシュ",斬,0,
4126,"ホリエストホーリー",魔法,0,
4127,"ホーリーシールドバッシュ",打,0,
4128,"ソリッドライズ",,0,
4129,"ソリッドライズ",斬,0,
4130,"シャイニングブレード",突,0,
4131,"エクスキューション",突,0,
4132,"ブライトフレア",魔法,0,
4133,"ヘヴンリースイング",斬,0,
4134,"ハイパーディメンション",斬,0,
4135,"フェイスアンムーブ",ブレス,0,
4136,"ディメンションクラッシュ",,0,
4137,"ディメンションクラッシュ",斬,0,
4138,"ディメンションクラッシュ",斬,0,
4139,"ディメンションクラッシュ",斬,0,
4140,"ディメンションリップ",斬,0,
4141,"ステラインプロージョン",魔法,0,
4142,"次元波",魔法,0,
4143,"ファイア",魔法,0,
4144,"アルターキャンドル",魔法,0,
4145,"ヘヴンフレイム",,0,
4146,"ヘヴンフレイム",魔法,0,
4147,"ホーリーチェーン",,0,
4148,"ホーリーチェーン",魔法,0,
4149,"アルターパイヤ",魔法,0,
4150,"",,0,
4151,"ピュア・オブ・ハート",魔法,0,
4152,"ホワイトナイトツアー",魔法,0,
4153,"ブラックナイトツアー",魔法,0,
4154,"ホワイトチャージ",ブレス,0,
4155,"ブラックチャージ",ブレス,0,
4156,"聖火燃焼",魔法,0,
4157,"ファイラ",魔法,0,
4158,"かまいたち",,0,
4159,"かぎ爪",斬,0,
4160,"",,0,
4161,"(仮)帝国バリア装置：シールド展開",,0,
4162,"ブラックネビュラ",魔法,250,
4163,"ビーストチャージ",打,0,
4164,"ボーンシェーカー",魔法,0,
4165,"テールスマッシュ",打,0,
4166,"",魔法,0,
4167,"火炎",魔法,0,
4168,"真空刃",魔法,0,
4169,"攻撃",斬,0,
4170,"デスウィスク",斬,0,
4171,"リードメイス",打,0,
4172,"雷獣の咆吼",魔法,0,
4173,"雷獣の遠吠",魔法,0,
4174,"レギナブラスター",魔法,0,
4175,"レギナブラスター",魔法,0,
4176,"レギナブラスター",魔法,0,
4177,"レギナブラスター",魔法,0,
4178,"超電磁コイル",魔法,0,
4179,"プレシジョンフッキング",,0,
4180,"",,0,
4181,"ペレット",突,0,
4182,"ソウルダウス",魔法,0,
4183,"トンベリ病菌",魔法,200,
4184,"",,0,
4185,"",,0,
4186,"",,0,
4187,"",,0,
4188,"",,0,
4189,"",,0,
4190,"攻撃",斬,0,
4191,"アスカロンマイト",斬,0,
4192,"アスカロンメルシー",斬,0,
4193,"アスカロンメルシー",斬,0,
4194,"百雷",,0,
4195,"百雷",魔法,0,
4196,"メテオレイン",,0,
4197,"メテオレイン",魔法,0,
4198,"エンシェントクエイガ",魔法,0,
4199,"ナイツ・オブ・ラウンド",,0,
4200,"竜の眼",,0,
4201,"竜の邪眼",魔法,0,
4202,"アルティメットエンド",魔法,0,
4203,"ライト・オブ・アスカロン",魔法,0,
4204,"大振り",斬,0,
4205,"セイクリッドクロス",斬,0,
4206,"ヘヴンリースラッシュ",斬,0,
4207,"ホリエストホーリー",魔法,0,
4208,"ホーリーブレードダンス",,0,
4209,"ホーリーブレードダンス",斬,0,
4210,"シャイニングブレード",突,0,
4211,"ブライトフレア",魔法,0,
4212,"ディメンションクラッシュ",,0,
4213,"ディメンションクラッシュ",魔法,0,
4214,"コンヴィクション",,0,
4215,"コンヴィクション",魔法,0,
4216,"エターナルコンヴィクション",魔法,0,
4217,"ヘヴィインパクト",,0,
4218,"ヘヴィインパクト",魔法,0,
4219,"ヘヴィインパクト",魔法,0,
4220,"ヘヴィインパクト",魔法,0,
4221,"ヘヴィインパクト",魔法,0,
4222,"スパイラルスラスト",突,0,
4223,"スパイラルピアス",突,0,
4224,"スカイワードリープ",,0,
4225,"",,0,
4226,"スカイワードリープ",魔法,0,
4227,"ヘヴンフレイム",,0,
4228,"ヘヴンフレイム",魔法,0,
4229,"ヘヴンフレイム",魔法,0,
4230,"ヘヴンフレイム",魔法,0,
4231,"ヘヴンフレイム",魔法,0,
4232,"ホーリーチェーン",魔法,0,
4233,"ハイマルストーム",,0,
4234,"ハイマルストーム",魔法,0,
4235,"ホーリーメテオ",,0,
4236,"コメットインパクト",魔法,0,
4237,"メテオインパクト",魔法,0,
4238,"ビッグショット",リミットブレイク,0,
4239,"デスペラード",リミットブレイク,0,
4240,"原初の大地",リミットブレイク,0,
4241,"ダークフォース",リミットブレイク,0,
4242,"蒼天のドラゴンダイブ",リミットブレイク,0,
4243,"月遁血祭",リミットブレイク,0,
4244,"サジタリウスアロー",リミットブレイク,0,
4245,"サテライトビーム",リミットブレイク,0,
4246,"テラフレア",リミットブレイク,0,
4247,"エンジェルフェザー",リミットブレイク,0,
4248,"星天開門",リミットブレイク,0,
4249,"ターミナルベロシティ",リミットブレイク,0,
4250,"ドロー",魔法,10,
4251,"海兵魂",,150,
4252,"フロストブレス",ブレス,80,
4253,"",,0,
4254,"",,0,
4255,"",,0,
4256,"",,0,
4257,"撤退",,0,
4258,"",,0,
4259,"激突",突,0,
4260,"カータライズ",魔法,0,
4261,"シート・オブ・アイス",魔法,150,
4262,"演武",,25,
4263,"ブラッドランス",,150,
4264,"豹変",,0,
4265,"戦闘準備完了",,0,
4266,"テラーアイ",魔法,100,
4267,"",打,0,
4268,"",打,0,
4269,"",魔法,0,
4270,"稲妻",魔法,0,
4271,"砲撃",打,0,
4272,"ブレイジングトレイル",魔法,200,
4273,"プレイ",魔法,10,
4274,"オーバーバイト",,0,
4275,"ブーボバースト",魔法,0,
4276,"",,10,
4277,"",,25,
4278,"",,25,
4279,"",,25,
4280,"",魔法,10,
4281,"",魔法,10,
4282,"",,25,
4283,"",魔法,10,
4284,"",,25,
4285,"",,25,
4286,"",,10,
4287,"",,10,
4288,"",,10,
4289,"",,10,
4290,"",,25,
4291,"",,25,
4292,"",,10,
4293,"",,25,
4294,"",,25,
4295,"",,25,
4296,"",魔法,25,
4297,"",,10,
4298,"",,10,
4299,"",魔法,10,
4300,"",魔法,10,
4301,"",魔法,10,
4302,"",魔法,25,
4303,"",,25,
4304,"",,25,
4305,"",魔法,25,
4306,"",,10,
4307,"",,10,
4308,"",,10,
4309,"",,10,
4310,"",,25,
4311,"",魔法,25,
4312,"",,10,
4313,"",リミットブレイク,0,
4314,"ガンバスタード",斬,0,
4315,"魔導スラッグショット",突,0,
4316,"魔導バックショット",突,0,
4317,"ジャッジメント",魔法,0,
4318,"ジャッジメント",魔法,0,
4319,"クイックステップ",,0,
4320,"魔導タレット",,10,
4321,"魔導レーザー",魔法,0,
4322,"魔導榴弾",魔法,0,
4323,"爆発霧散",魔法,0,
4324,"謎かけ",,0,
4325,"パラドックス",魔法,0,
4326,"カー",魔法,0,
4327,"クトニオスハッシュ",魔法,0,
4328,"転生の儀",,0,
4329,"フードスイング",斬,0,
4330,"スチールスケール",,0,
4331,"ペトリファクション",,0,
4332,"サークル・オブ・フレイム",魔法,0,
4333,"イナーシャストリーム",,0,
4334,"バリスティックミサイル",,0,
4335,"バリスティックミサイル",魔法,0,
4336,"気化爆弾",魔法,0,
4337,"ダークブリザド",魔法,30,
4338,"ダークブリザラ",,0,
4339,"ダークブリザラ",魔法,0,
4340,"永久凍土",魔法,0,
4341,"ブリザードスフィア",,0,
4342,"ダークファイア",魔法,30,
4343,"ダークファイラ",,0,
4344,"ダークファイラ",魔法,0,
4345,"ファイアスフィア",,0,
4346,"シャドウフレア",魔法,0,
4347,"シー・オブ・ピッチ",,0,
4348,"ダークオーブ",魔法,0,
4349,"メギドフレイム",魔法,0,
4350,"ブリザードバースト",魔法,0,
4351,"ファイアバースト",魔法,0,
4352,"攻撃",突,0,
4353,"ハイト・オブ・カオス",魔法,0,
4354,"エンシェントリング",魔法,0,
4355,"エンシェントエラプション",,0,
4356,"エンシェントエラプション",魔法,0,
4357,"法則改変",魔法,0,
4358,"カオスブリード",魔法,0,
4359,"エントロピックフレイム",,0,
4360,"エントロピックフレイム",魔法,0,
4361,"シャドウフレア",魔法,0,
4362,"アナイアレイション",ブレス,0,
4363,"吸引",,0,
4364,"拘束",魔法,0,
4365,"陰影拳",打,150,
4366,"ダーラ",魔法,150,
4367,"スイング",打,150,
4368,"ひっかき",魔法,30,
4369,"ひっかき",魔法,30,
4370,"カルトシュトラール",斬,0,
4371,"蒸気圧上昇",,0,
4372,"カルトシュトラール",斬,80,
4373,"攻撃",突,0,
4374,"ロイヤルファウント",魔法,0,
4375,"ガンポッドファイア",魔法,0,
4376,"フォトンスペーサー",魔法,0,
4377,"蒸気ミサイル",,0,
4378,"蒸気ミサイル",突,0,
4379,"緊急出撃",,0,
4380,"粘着弾",,0,
4381,"粘着弾",魔法,0,
4382,"救援要請",,0,
4383,"爆発霧散",魔法,0,
4384,"超大型ミサイル",,0,
4385,"大爆発",魔法,0,
4386,"小爆発",魔法,0,
4387,"緊急上昇",,0,
4388,"熱蒸気",魔法,0,
4389,"落着",打,0,
4390,"ニードルスペーサー",魔法,0,
4391,"パーティクルコリジョン",魔法,0,
4392,"カルトシュトラール",斬,0,
4393,"蒸気圧上昇",,0,
4394,"攻撃",,0,
4395,"串刺し",突,60,
4396,"噴射",,0,
4397,"アクアボール",魔法,0,
4398,"テールスクリュー",魔法,300,
4399,"ペインフルウィップ",打,60,
4400,"ガスシェル",,80,
4401,"アーゼマの均衡",,10,
4402,"オシュオンの矢",,10,
4403,"ハルオーネの槍",,10,
4404,"世界樹の幹",,10,
4405,"サリャクの水瓶",,10,
4406,"ビエルゴの塔",,10,
4407,"アーゼマの均衡",,300,
4408,"世界樹の幹",,300,
4409,"オシュオンの矢",,300,
4410,"ハルオーネの槍",,300,
4411,"サリャクの水瓶",,300,
4412,"ビエルゴの塔",,300,
4413,"アーゼマの均衡",,300,
4414,"世界樹の幹",,300,
4415,"オシュオンの矢",,300,
4416,"ハルオーネの槍",,300,
4417,"サリャクの水瓶",,300,
4418,"ビエルゴの塔",,300,
4419,"アーゼマの均衡",,300,
4420,"世界樹の幹",,300,
4421,"オシュオンの矢",,300,
4422,"ハルオーネの槍",,300,
4423,"サリャクの水瓶",,300,
4424,"ビエルゴの塔",,300,
4425,"スピニングモグシールド",斬,100,
4426,"ポンポンケアル",,200,
4427,"モーグリ・アイ・ショット",突,0,
4428,"ポンポンフレア",魔法,200,
4429,"100モグズ・スワイプ",斬,200,
4430,"モグリーゴーランド",斬,250,
4431,"モーグリ行進曲",,120,
4432,"ポイズンニードル",斬,300,
4433,"",,0,
4434,"",,0,
4435,"",,0,
4436,"",,0,
4437,"",,0,
4438,"",,0,
4439,"",,0,
4440,"",,0,
4441,"",,0,
4442,"",,0,
4443,"",,0,
4444,"",,0,
4445,"フィラルピック",斬,60,
4446,"リービンウィンド",魔法,60,
4447,"カラミティウィンド",魔法,300,
4448,"ワープドウェイル",魔法,60,
4449,"パルジーニクシス",魔法,60,
4450,"トランスピース",突,60,
4451,"フローレ",魔法,60,
4452,"粘糸",魔法,60,
4453,"ポイズンブレス",魔法,60,
4454,"インシナレート",魔法,60,
4455,"カルポミッション",打,60,
4456,"アイルドロップ",打,60,
4457,"ネックスプリンター",打,60,
4458,"ウィップラッシュ",打,60,
4459,"ホイッスル",,300,
4460,"ブライトフレイム",魔法,60,
4461,"フロッグレッグ",魔法,300,
4462,"アシッドミスト",魔法,60,
4463,"ドローミスト",魔法,60,
4464,"怪音波",魔法,60,
4465,"パンクチャー",斬,60,
4466,"リグル",魔法,60,
4467,"スピンアタック",斬,300,
4468,"クトニオスハッシュ",魔法,60,
4469,"アンダーバイト",斬,60,
4470,"プライモーディアルバーク",魔法,60,
4471,"サードレッグ",打,60,
4472,"トップル",魔法,60,
4473,"サードレッグバック",打,300,
4474,"タッチムーブ",打,60,
4475,"ホワイトナイトツアー",魔法,60,
4476,"ブラックナイトツアー",魔法,60,
4477,"鳥人拳",打,60,
4478,"怒号",魔法,60,
4479,"羽翼閃",斬,60,
4480,"塵旋風",打,60,
4481,"串刺し",突,60,
4482,"一本突き",突,60,
4483,"火砲",突,30,
4484,"榴弾",魔法,60,
4485,"アイスディスペンサー",魔法,60,
4486,"フリーズオーバー",魔法,60,
4487,"プレインパウンド",打,60,
4488,"フェイスオフ",斬,60,
4489,"フレックス",,60,
4490,"ファウルウォーター",魔法,60,
4491,"ブラゴットブレス",魔法,60,
4492,"石化の瞳",魔法,300,
4493,"ネイキッドソウル",魔法,300,
4494,"トキシックブレス",魔法,60,
4495,"コールドウェーブ",魔法,60,
4496,"アイスギロチン",斬,60,
4497,"ニードル散弾",突,60,
4498,"爆弾弾き",魔法,60,
4499,"ぶん殴る",打,60,
4500,"猛吹雪",魔法,60,
4501,"ホリソナスブラスト",魔法,60,
4502,"アドベントラッシュ",打,60,
4503,"風散布",魔法,60,
4504,"バリスティックバリ",魔法,60,
4505,"アルペンドラフト",魔法,60,
4506,"スクラッチフィーバー",打,60,
4507,"鳴き声",,60,
4508,"ゴブスキン",,300,
4509,"フライングブリーム",突,60,
4510,"スノウフラーリ",魔法,60,
4511,"ウォーターカノン",魔法,60,
4512,"ブラインブレス",魔法,60,
4513,"ルミスフィア",魔法,60,
4514,"フレイムスピッター",魔法,60,
4515,"サワーベルチ",魔法,60,
4516,"クロイングステンチ",魔法,60,
4517,"ストラット",,60,
4518,"ハードスラスト",突,60,
4519,"サイドスワイプ",斬,60,
4520,"パフ",魔法,60,
4521,"ファイナルイップ",,60,
4522,"失楽園",魔法,300,
4523,"チャープ",,60,
4524,"レックレスアバンドン",打,60,
4525,"スパイナルタップ",突,60,
4526,"アンファイナルスティング",突,60,
4527,"砕氷",魔法,300,
4528,"睨み",魔法,300,
4529,"出しゃばり",打,60,
4530,"リーフダガー",突,60,
4531,"クエイバー",打,60,
4532,"オーファルブレス",魔法,300,
4533,"マグマブレス",魔法,60,
4534,"スリートボレー",魔法,30,
4535,"フォアハンド",打,60,
4536,"キリングパウ",打,60,
4537,"ヘッドライト",魔法,300,
4538,"キャッチクロウ",斬,60,
4539,"フリューミアスジョーズ",斬,60,
4540,"シヴァー",魔法,60,
4541,"帝国式強靭剤",,300,
4542,"帝国式活力剤",,300,
4543,"ディセバーメント",斬,60,
4544,"ファングエンド",斬,60,
4545,"デフィブリレータ",魔法,60,
4546,"エレクトロジェネシス",魔法,300,
4547,"カバーファイア",突,30,
4548,"短波メーザー",魔法,60,
4549,"パッシブ方式赤外線誘導システム",魔法,60,
4550,"魔科学レーザー",魔法,30,
4551,"スカイスパイト",魔法,60,
4552,"スカイスコーン",魔法,60,
4553,"トリプルヘリックス",打,60,
4554,"ヘッドウィンド",魔法,300,
4555,"フローレ",魔法,200,
4556,"ロトスワイプ",打,60,
4557,"粉砕鉄球",魔法,300,
4558,"烈風",魔法,0,
4559,"蒼天の霹靂",魔法,0,
4560,"収集品製作",,0,
4561,"収集品製作",,0,
4562,"収集品製作",,0,
4563,"収集品製作",,0,
4564,"収集品製作",,0,
4565,"収集品製作",,0,
4566,"収集品製作",,0,
4567,"収集品製作",,0,
4568,"アート・オブ・ウィンド",,0,
4569,"アート・オブ・ファイア",,0,
4570,"アート・オブ・アイス",,0,
4571,"アート・オブ・アース",,0,
4572,"アート・オブ・ライトニング",,0,
4573,"アート・オブ・ウォーター",,0,
4574,"マニピュレーション",,0,
4575,"マニピュレーション",,0,
4576,"マニピュレーション",,0,
4577,"マニピュレーション",,0,
4578,"マニピュレーション",,0,
4579,"マニピュレーション",,0,
4580,"マニピュレーション",,0,
4581,"マニピュレーション",,0,
4582,"",,0,
4583,"突風",,30,
4584,"突風",,30,
4585,"踏みつけ",,30,
4586,"踏みつけ",,30,
4587,"突貫採集",,0,
4588,"突貫採集",,0,
4589,"大地の恵み",,1800,
4590,"大地の恵み",,1800,
4591,"セイムギギング",,0,
4592,"清掃のおまじない",,35,
4593,"厳選",,0,
4594,"厳選",,0,
4595,"トレードリリース",,0,
4596,"セイムキャスト",,0,
4597,"リユース",,0,
4598,"リユース",,0,
4599,"リユース",,0,
4600,"リユース",,0,
4601,"リユース",,0,
4602,"リユース",,0,
4603,"リユース",,0,
4604,"リユース",,0,
4605,"山師の技巧",,0,
4606,"開拓者の技巧",,0,
4607,"ステディハンドII",,0,
4608,"ステディハンドII",,0,
4609,"ステディハンドII",,0,
4610,"ステディハンドII",,0,
4611,"ステディハンドII",,0,
4612,"ステディハンドII",,0,
4613,"ステディハンドII",,0,
4614,"ステディハンドII",,0,
4615,"アート・オブ・エレメンタル",,0,
4616,"アート・オブ・エレメンタル",,0,
4617,"アート・オブ・エレメンタル",,0,
4618,"アート・オブ・エレメンタル",,0,
4619,"アート・オブ・エレメンタル",,0,
4620,"アート・オブ・エレメンタル",,0,
4621,"アート・オブ・エレメンタル",,0,
4622,"アート・オブ・エレメンタル",,0,
4623,"工面算段",,0,
4624,"工面算段",,0,
4625,"工面算段",,0,
4626,"工面算段",,0,
4627,"工面算段",,0,
4628,"工面算段",,0,
4629,"工面算段",,0,
4630,"工面算段",,0,
4631,"倹約",,0,
4632,"倹約",,0,
4633,"倹約",,0,
4634,"倹約",,0,
4635,"倹約",,0,
4636,"倹約",,0,
4637,"倹約",,0,
4638,"倹約",,0,
4639,"長期倹約",,0,
4640,"長期倹約",,0,
4641,"長期倹約",,0,
4642,"長期倹約",,0,
4643,"長期倹約",,0,
4644,"長期倹約",,0,
4645,"ロイヤルロード破棄",,30,
4646,"キープ破棄",,30,
4647,"",,0,
4648,"カータライズ",魔法,0,
4649,"フレイムブレス",ブレス,60,
