key,0,1,2
#,Name,AttackType,Recast<100ms>
int32,str,int32,int32
7867,"Iaijutsu",,25,
7868,"Stürmendes Enigma",,0,
7869,"Bundauflösung",,10,
7870,"Stigma",突,0,
7871,"Nichtsanrufung",魔法,0,
7872,"Wicht",魔法,0,
7873,"Schlabber",魔法,300,
7874,"Stoß",魔法,0,
7875,"Erzwind",魔法,0,
7876,"Erzblitz",魔法,0,
7877,"Corps-a-corps",突,60,
7878,"Magische Riposte",魔法,30,
7879,"Magischer Zwerchhau",魔法,30,
7880,"Magisches Redoublement",魔法,30,
7881,"Körperparade",突,60,
7882,"Erzvita",魔法,60,
7883,"Verbrennung",魔法,0,
7884,"Blitzschlag",魔法,0,
7885,"Herrscher der Steppe",,0,
7886,"Antiker Drachenschweif",打,0,
7887,"Zwillingsschlag",,0,
7888,"Zwillingsschlag",魔法,0,
7889,"Blitzschlag",,60,
7890,"Blitzschlag",魔法,60,
7891,"Charybdis",魔法,0,
7892,"Brüllen",魔法,0,
7893,"Flamme",魔法,0,
7894,"Atemschwinge",,0,
7895,"Blitzeis",,0,
7896,"Fallböe",,60,
7897,"Fallböe",魔法,0,
7898,"Fallböe",,0,
7899,"Erdblut",魔法,0,
7900,"Klassisches Element",,60,
7901,"Frost",魔法,0,
7902,"Klammer",斬,0,
7903,"Ausloten",,0,
7904,"Hai-Auge",,200,
7905,"Hai-Auge II",,200,
7906,"Artenvielfalt",,0,
7907,"Reicher Fang",,0,
7908,"Stille Wasser",,0,
7909,"Großes Füllhorn",,0,
7910,"Flaschenpost",,0,
7911,"Jungfräuliches Meer",,0,
7912,"Magitek-Kanone",魔法,0,
7913,"Magitek-Flammhaken",魔法,180,
7914,"Diffraktiver Laser",魔法,200,
7915,"Raketenwerfer",魔法,0,
7916,"Grenzwertüberschreitung",,0,
7917,"Vulkanischer Schrei",魔法,0,
7918,"Schweifschlag",打,0,
7919,"Schweifschwung",打,0,
7920,"Fetzklaue",斬,0,
7921,"Wilde Rage",打,0,
7922,"Heiße Rage",打,0,
7923,"Feuerball",魔法,0,
7924,"Hitzeatem",魔法,0,
7925,"Knochenschock",魔法,0,
7926,"",魔法,0,
7927,"Hochhieven",打,0,
7928,"Zerberstende Erde",,0,
7929,"Stürmen",打,0,
7930,"Kampfgebrüll",魔法,0,
7931,"Erdbeben",魔法,0,
7932,"Stürmen",打,0,
7933,"Rekonstruieren",,0,
7934,"Rekonstruieren",魔法,0,
7935,"Probe",,0,
7936,"Saurer Regen",魔法,0,
7937,"Opfer",魔法,0,
7938,"Göttliche Strafe",魔法,0,
7939,"Zerstörung",魔法,0,
7940,"Stierer Blick",魔法,0,
7941,"",,0,
7942,"Erdrutsch",魔法,0,
7943,"Felsschädel",打,0,
7944,"Magnetismus",魔法,0,
7945,"Federschnitt",魔法,0,
7946,"Entfesselter Wind",魔法,0,
7947,"Federsturm",,0,
7948,"Federsturm",魔法,0,
7949,"Grimmiger Blick",魔法,0,
7950,"Federböe",魔法,0,
7951,"Flügelschlag",魔法,0,
7952,"Federsturm",,0,
7953,"Flotter Fittich",魔法,0,
7954,"Federsturm",魔法,0,
7955,"Zerberstende Erde",魔法,0,
7956,"Rad",打,0,
7957,"Magitek-Feura",魔法,0,
7958,"Magitek-Feuga",魔法,0,
7959,"Heißlaufen",,0,
7960,"Heißlaufen",,0,
7961,"Magitek-Puls",,0,
7962,"Magitek-Puls",魔法,0,
7963,"Durchstoß",突,0,
7964,"Sturmschnitt",,0,
7965,"Feura",魔法,0,
7966,"Eisra",魔法,0,
7967,"Blitzra",魔法,0,
7968,"Überlastung",魔法,0,
7969,"Barrierewechsel",,0,
7970,"Barrierewechsel",,0,
7971,"Barrierewechsel",,0,
7972,"Konter",魔法,0,
7973,"Ketoh & Rahu",,0,
7974,"Ketoh-Hieb",斬,0,
7975,"Ketoh-Schneider",斬,0,
7976,"Ketoh-Welle",魔法,0,
7977,"Rahu-Blaster",魔法,0,
7978,"Rahu-Strahl",魔法,0,
7979,"Rahu-Komet",魔法,0,
7980,"",,0,
7981,"Schrei der Toten",魔法,0,
7982,"Flüssiger Schwung",打,120,
7983,"Schwall",魔法,0,
7984,"Proteische Welle",魔法,0,
7985,"Kaskade",魔法,0,
7986,"Digititis",魔法,0,
7987,"Ferrofluid",魔法,0,
7988,"Solebombe",魔法,180,
7989,"Schwall",魔法,0,
7990,"Hydro-Kanone",魔法,120,
7991,"Elektrohieb",魔法,200,
7992,"Rubinflut",,0,
7993,"Bugwelle",打,300,
7994,"Immersion",魔法,600,
7995,"Ausstoß",斬,500,
7996,"Elektrischer Wirbel",魔法,400,
7997,"Epigraph",魔法,120,
7998,"Feuer-Epigraph",魔法,0,
7999,"Flammen-Epigraph",魔法,200,
8000,"Zitterndes Epigraph",魔法,360,
8001,"Zitterndes Epigraph",魔法,200,
8002,"Loderndes Epigraph",魔法,500,
8003,"Schleimspritzer",魔法,300,
8004,"Kalkatem",ブレス,240,
8005,"Saftige Abreibung",打,160,
8006,"Schockwellentritt",魔法,600,
8007,"Schwelender Lahar",魔法,30,
8008,"Schwelender Lahar",魔法,30,
8009,"Schwarzes Blut",魔法,0,
8010,"Verhexen",ブレス,0,
8011,"Verschlingen",斬,0,
8012,"111-Tonzen-Schwung",斬,300,
8013,"1111-Tonzen-Schwung",斬,500,
8014,"11-Tonzen-Hieb",打,180,
8015,"Magischer Moulinet",斬,0,
8016,"Hunger",,0,
8017,"Dunkel-Feuga",魔法,0,
8018,"Seelenraub",魔法,0,
8019,"Feuerknall",魔法,0,
8020,"Blutende Flamme",,0,
8021,"Stigma",突,0,
8022,"Amorpher Applaus",打,0,
8023,"Wasserbombe",魔法,0,
8024,"Strudel",魔法,0,
8025,"Schnellfluss",魔法,0,
8026,"Erschütternde Oszillation",魔法,0,
8027,"Erschütternde Oszillation",魔法,0,
8028,"Blutstoß",魔法,0,
8029,"Schlag des Schattens",魔法,0,
8030,"Schattenfluss",,0,
8031,"",,0,
8032,"Einbruch der Nacht",,0,
8033,"Splitterschatten",,0,
8034,"Schattenfluss",,0,
8035,"Böswilligkeit",魔法,0,
8036,"Kopfstoß",打,0,
8037,"Morbider Marsch",魔法,0,
8038,"Morbider Rückzug",魔法,0,
8039,"Schwermütige Melodie",魔法,0,
8040,"Nichts-Aquaga",魔法,0,
8041,"Jungferntränen",,0,
8042,"Geballte Bosheit",魔法,0,
8043,"Markierung",,200,
8044,"Flugdruck",打,0,
8045,"Tödliche Durchbohrung",突,120,
8046,"Erderschütterer",打,400,
8047,"Geschmolzene Seide",ブレス,300,
8048,"Geschmolzene Seide",ブレス,300,
8049,"Geschmolzene Seide",ブレス,300,
8050,"Spitzer Schlag",打,0,
8051,"Schleimklumpen",,0,
8052,"Schleimklumpen",魔法,0,
8053,"Enthülsen",打,0,
8054,"Schmählicher Fall",,0,
8055,"Triumphierender Aufstieg",,0,
8056,"Verdauungssaft",,0,
8057,"Verdauen",魔法,0,
8058,"Versuchung",魔法,0,
8059,"Coriolis-Kick",打,0,
8060,"Submariner Vulkan",魔法,0,
8061,"Vulkanausbruch",魔法,0,
8062,"Alt",,0,
8063,"Tornadogenese",打,0,
8064,"Dichter Nebel",魔法,0,
8065,"Schwarze Flut",魔法,0,
8066,"Verrückter Blick",魔法,0,
8067,"透明：波紋",,0,
8068,"Platzende Blasen",魔法,0,
8069,"Biss dann",斬,0,
8070,"Biss dann",斬,0,
8071,"Hexenkralle",斬,0,
8072,"Strandschnapper",打,0,
8073,"Feuerpfeil",魔法,0,
8074,"",,0,
8075,"Flutwelle",魔法,0,
8076,"Höllenfeuer",魔法,0,
8077,"Ionenschlag",魔法,0,
8078,"Diamantenstaub",魔法,0,
8079,"Gaias Zorn",魔法,0,
8080,"Windschlag",魔法,0,
8081,"",,0,
8082,"",,0,
8083,"Schweifklapser",打,0,
8084,"",,0,
8085,"Protostern",,0,
8086,"Meteoreinschlag",魔法,0,
8087,"Explosives Schlüpfen",魔法,0,
8088,"Dunkelmaterie",魔法,0,
8089,"Supernova",,0,
8090,"Supernova",魔法,0,
8091,"Keraunisches Feld",,0,
8092,"Keraunisches Feld",魔法,0,
8093,"Erdatem",魔法,0,
8094,"Erdatem",魔法,0,
8095,"Flugeis",,0,
8096,"Eiszapfen-Schlag",突,0,
8097,"Eislanze",突,0,
8098,"Eissturm",,0,
8099,"Eissturm",魔法,0,
8100,"Akh Morn",魔法,0,
8101,"Akh Morn",魔法,0,
8102,"Akh Rhai",魔法,0,
8103,"Akh Rhai",魔法,0,
8104,"Wirbel-Aufladung",魔法,0,
8105,"Attacke",突,0,
8106,"Flutwelle",,0,
8107,"Höllenfeuer",,0,
8108,"Ionenschlag",,0,
8109,"Diamantenstaub",,0,
8110,"Gaias Zorn",,0,
8111,"Windschlag",,0,
8112,"Ursprüngliches Feura",魔法,250,
8113,"Ursprüngliches Einfrieren",魔法,0,
8114,"Ursprünglicher Blitz",,0,
8115,"Feuer",魔法,25,
8116,"Ursprüngliches Flare",魔法,0,
8117,"Cermet-Pfahl",突,150,
8118,"Unsterbliche Flamme",魔法,30,
8119,"Minenleger",,0,
8120,"Feuern",,0,
8121,"Feuern",魔法,0,
8122,"Zerbersten",魔法,0,
8123,"Protostern",魔法,0,
8124,"Sultanszeichen",,0,
8125,"Sultanszeichen",斬,0,
8126,"Tiefschlag",打,0,
8127,"Felssturz",,0,
8128,"Felssturz",打,0,
8129,"Strahlende Klinge",突,0,
8130,"Lichtbrand",魔法,0,
8131,"Karotischer Schlag",,0,
8132,"Karotischer Schlag",魔法,0,
8133,"Flinker Hieb",斬,150,
8134,"Triumphschnitt",斬,150,
8135,"Schildsturm",打,0,
8136,"Schütterschwung",打,0,
8137,"Schütterschwung",打,0,
8138,"Vier Winde",魔法,0,
8139,"Vier Winde",魔法,0,
8140,"Nalds Flüstern",,0,
8141,"Nalds Flüstern",魔法,0,
8142,"",,0,
8143,"",,0,
8144,"Brennende Ketten",魔法,0,
8145,"Raubtiertatze",斬,0,
8146,"",,0,
8147,"Radial-Blaster",魔法,0,
8148,"Weitwinkel-Blaster",魔法,0,
8149,"Kampfinstinkt",,0,
8150,"Stromstoß",魔法,0,
8151,"Hitzeblitz",,0,
8152,"Hitzeblitz",魔法,0,
8153,"Vierschere",斬,0,
8154,"Großrotation",斬,0,
8155,"Vor & Zurück",,0,
8156,"Links & Rechts",,0,
8157,"Schere",斬,0,
8158,"Vorausahnung",,0,
8159,"",,0,
8160,"Kontern",打,0,
8161,"Höllensiegel",,0,
8162,"Höllensiegel",魔法,0,
8163,"Kasteiung",,0,
8164,"Kasteiung",魔法,0,
8165,"Hurrikan-Tritt",打,0,
8166,"Hauch des Gemetzels",打,0,
8167,"Mentale Welle",魔法,0,
8168,"Brennende Luft",魔法,0,
8169,"Coeurl-Flüstern",,0,
8170,"Durchschlag",魔法,0,
8171,"Stilles Brüllen",魔法,0,
8172,"",,0,
8173,"Gewalt des Zerstörers",打,0,
8174,"Zermalmender Geist",魔法,0,
8175,"Todeskralle",,0,
8176,"Rhalgrs Faust",打,0,
8177,"Einschlag",打,0,
8178,"Chakra-Auszehrung",魔法,0,
8179,"Chakra-Auszehrung",魔法,0,
8180,"Wirbel-Aufladung",魔法,0,
8181,"Paralyga",魔法,300,
8182,"Erschütternde Oszillation",魔法,150,
8183,"1000 Spitzen",突,0,
8184,"Heißlaufen",打,0,
8185,"Gewaltiger Schuss",突,60,
8186,"Gewaltiger Hieb",斬,60,
8187,"Wegschleudern",打,120,
8188,"Verwirbeln",打,60,
8189,"Zottel-Randale",打,220,
8190,"Sichelschweif",打,160,
8191,"Metzgern",斬,80,
8192,"Fetzen",斬,0,
8193,"Granitgefängnis",打,120,
8194,"Ominöses Licht",魔法,240,
8195,"Unheimliches Licht",魔法,60,
8196,"Wasserodem",魔法,60,
8197,"Morastloch",魔法,120,
8198,"Pheromonverlust",魔法,0,
8199,"Noli Tangere",突,60,
8200,"Apitoxin",魔法,0,
8201,"Gerade Spindel",突,0,
8202,"Donnerspeer",突,120,
8203,"Goldene Klauen",斬,80,
8204,"Freier Fall",打,200,
8205,"Gletscherluft",魔法,160,
8206,"Winterwinde",魔法,400,
8207,"Höllensiegel",魔法,0,
8208,"Wasserball",,0,
8209,"Wasserball",魔法,0,
8210,"アクアボール：肥大1：竜宮城：ボス1",,0,
8211,"アクアボール：肥大2：竜宮城：ボス1",,0,
8212,"Sphärensplitterung",魔法,0,
8213,"Kasteiung",魔法,0,
8214,"Verkrüppelnder Schlag",打,0,
8215,"Unbeugsamer Wille",魔法,0,
8216,"Nichtsfunken",魔法,0,
8217,"Randalieren",打,0,
8218,"Zwielicht-Aura",魔法,0,
8219,"Magieexplosion",魔法,0,
8220,"Schwere Attacke",斬,0,
8221,"Rasen Kaikyo",,0,
8222,"Rasen Kaikyo",魔法,0,
8223,"Yata no Kagami",魔法,0,
8224,"Heller Sturm",魔法,0,
8225,"Schwertgewalt",魔法,0,
8226,"Ame no Murakumo",魔法,0,
8227,"Sturmspalter",斬,0,
8228,"Verschwundenes Tor",,0,
8229,"Versiegeltes Tor",,0,
8230,"Ukehi",魔法,0,
8231,"Ukehi",魔法,0,
8232,"Seespalter",魔法,0,
8233,"Seespalter",魔法,0,
8234,"Seespalter",魔法,0,
8235,"Seespalter",魔法,0,
8236,"Schwere Attacke",斬,0,
8237,"Rasen Kaikyo",,0,
8238,"Rasen Kaikyo",魔法,0,
8239,"Yata no Kagami",魔法,0,
8240,"Heller Sturm",魔法,0,
8241,"Schwertgewalt",魔法,0,
8242,"Ame no Murakumo",魔法,0,
8243,"Sturmspalter",斬,0,
8244,"Verschwundenes Tor",,0,
8245,"Versiegeltes Tor",,0,
8246,"Ukehi",魔法,0,
8247,"Ukehi",魔法,0,
8248,"Seespalter",魔法,0,
8249,"Seespalter",魔法,0,
8250,"Seespalter",魔法,0,
8251,"Seespalter",魔法,0,
8252,"Keraunisches Feld",魔法,0,
8253,"Stromschlag",魔法,0,
8254,"Schaum",魔法,0,
8255,"Schäumen",魔法,0,
8256,"Yasakani no Magatama",,0,
8257,"Wolkenriss",魔法,0,
8258,"Ukehi",魔法,0,
8259,"Entladung",魔法,0,
8260,"Entladung",魔法,0,
8261,"Nichtsfunken",魔法,40,
8262,"Zielsucher",,0,
8263,"Feststellen",魔法,0,
8264,"Schweiflaser",,0,
8265,"Schweiflaser",突,0,
8266,"Schweiflaser",魔法,0,
8267,"Schweiflaser",突,0,
8268,"Schweiflaser",魔法,0,
8269,"Elektromagnetisches Feld",魔法,0,
8270,"Gehirnwäsche",魔法,0,
8271,"Mana-Knall",魔法,0,
8272,"Magitek-Disruptor",魔法,0,
8273,"",,0,
8274,"",,0,
8275,"",,0,
8276,"Magitek-Laser",魔法,0,
8277,"Schnappidu",打,10,
8278,"",,0,
8279,"Angriffsbefehl",,0,
8280,"Feuerbefehl",,0,
8281,"Selbstzerstörungsbefehl",,0,
8282,"Magitek-Granate",魔法,0,
8283,"Linearbeschleuniger",魔法,0,
8284,"Zerbersten",魔法,0,
8285,"Demimagie",,0,
8286,"Demimagie",魔法,0,
8287,"",,0,
8288,"Unbewegte Troika",斬,0,
8289,"Unbewegte Troika",斬,0,
8290,"Unbewegte Troika",斬,0,
8291,"",魔法,1,
8292,"",,0,
8293,"Kunst des Windes",魔法,0,
8294,"Kunst des Sturmes",魔法,0,
8295,"",魔法,0,
8296,"Kunst des Schwertes",,0,
8297,"Kunst des Schwertes",魔法,0,
8298,"",魔法,0,
8299,"Lichtloser Funke",魔法,0,
8300,"Erdader-Spalter",魔法,0,
8301,"Konzentriertheit",魔法,0,
8302,"",,0,
8303,"Wind, Sturm, Schwert",,0,
8304,"Wind, Sturm, Schwert",ブレス,0,
8305,"Schneisenschläger",打,0,
8306,"Zanmato",,0,
8307,"Markierung",,0,
8308,"Geschoss",,75,
8309,"Geschoss",魔法,10,
8310,"Kanonenklinge",突,0,
8311,"Scharlachroter Pfad",魔法,0,
8312,"Flammenkranz",魔法,0,
8313,"Pirouette",斬,0,
8314,"Seelenraub",魔法,0,
8315,"Häme des Nichts",,0,
8316,"Partikelstrahl",魔法,0,
8317,"Partikelstrahl",魔法,0,
8318,"Heißlaufen",,0,
8319,"Dharani",,200,
8320,"100 Fäuste",,600,
8321,"",,0,
8322,"Einsatz",,0,
8323,"Sturmschnitt",突,0,
8324,"Stellare Detonation",,30,
8325,"Magitek-Puls",,0,
8326,"Ketoh-Schnitt",,0,
8327,"Rahu-Schnitt",,0,
8328,"Rahu-Komet",魔法,0,
8329,"Rahu-Komet",魔法,0,
8330,"Stürmen",打,0,
8331,"Ketoh-Hieb",斬,0,
8332,"Ketoh-Hieb",斬,0,
8333,"Gewendetes Tor",,0,
8334,"Rahu-Blaster",魔法,0,
8335,"Rahu-Blaster",魔法,0,
8336,"Magitek-Puls",魔法,0,
8337,"Terminus Est",魔法,0,
8338,"",,0,
8339,"Epigraph",魔法,10,
8340,"Diffraktiver Laser",魔法,0,
8341,"Dynamischer Störsender",魔法,0,
8342,"Dynamischer Störsender",魔法,0,
8343,"Unschuld",斬,120,
8344,"Plan B",,0,
8345,"Schafott",,0,
8346,"Schafott",魔法,0,
8347,"Magitek-Kanone",魔法,0,
8348,"Diffraktiver Laser",魔法,200,
8349,"Cermet-Pfahl",突,10,
8350,"Garleischer Brandsatz",,10,
8351,"Garleischer Brandsatz",魔法,0,
8352,"Zerbersten",魔法,10,
8353,"Magitek-Laser",魔法,10,
8354,"Todeskreis",打,10,
8355,"Magitek-Großrakete",魔法,10,
8356,"Magitek-Rakete",,10,
8357,"Magitek-Rakete",魔法,0,
8358,"Magitek-Rakete",魔法,0,
8359,"Splittermine",魔法,0,
8360,"Kettensäge",斬,10,
8361,"Kettensäge",斬,0,
8362,"Kanonensäge",突,10,
8363,"Kanonensäge",突,10,
8364,"Zeitzünder",,10,
8365,"Zeitzünder",魔法,0,
8366,"Aerosolbombe",,10,
8367,"Aerosolbombe",魔法,0,
8368,"",,10,
8369,"Durchschlag",斬,10,
8370,"Befehl",,0,
8371,"Terminus Est",,0,
8372,"Wilde Wut",斬,0,
8373,"Großes Land",,0,
8374,"Großes Land",魔法,0,
8375,"Urflamme",斬,0,
8376,"Urleidenschaft",,0,
8377,"Urflamme",魔法,0,
8378,"Sturmlauf",打,0,
8379,"Urleidenschaft",,0,
8380,"Urleidenschaft",魔法,0,
8381,"Flamme der Liebe",魔法,0,
8382,"Siebter Sinn",,0,
8383,"Versengte Steppe",,0,
8384,"Versengte Steppe",魔法,0,
8385,"Beherrschte Steppe",,0,
8386,"Beherrschte Steppe",魔法,0,
8387,"Donnerzahn",打,0,
8388,"Leidenschaft des Lands",,0,
8389,"Leidenschaft des Lands",魔法,0,
8390,"Tomahawk",斬,0,
8391,"Holmgang",,0,
8392,"Nhaamas Herabkunft",魔法,0,
8393,"Nhaamas Herabkunft",魔法,0,
8394,"Steppenwind",魔法,60,
8395,"Letzter Grat",魔法,0,
8396,"Flamme",魔法,0,
8397,"Heulender Eiswind",魔法,0,
8398,"Heulendes Mondlicht",魔法,0,
8399,"Heulender Blütenregen",魔法,0,
8400,"Heulender Eiswind",,0,
8401,"Heulendes Mondlicht",,0,
8402,"Heulender Blütenregen",,0,
8403,"Magitek-Kanone",,10,
8404,"Hissatsu: Gyoten",斬,10,
8405,"Metzgern",斬,10,
8406,"Fetzen",斬,10,
8407,"Sichelschweif",打,10,
8408,"Tenka Goken",斬,10,
8409,"Dreckschleuder",,10,
8410,"Bombenschleuder",,10,
8411,"Bombenschleuder",魔法,10,
8412,"Hissatsu: Kyuten",斬,10,
8413,"Hissatsu: Gyoten",斬,10,
8414,"Hissatsu: To",,10,
8415,"Hissatsu: To",斬,10,
8416,"Hissatsu: Kiku",,10,
8417,"Hissatsu: Kiku",斬,10,
8418,"Arashi",,10,
8419,"Arashi",斬,10,
8420,"Maiogi",,10,
8421,"Maiogi",斬,10,
8422,"Musojin",,10,
8423,"Musojin",斬,10,
8424,"",斬,10,
8425,"Shinkyugan-Elixier",,10,
8426,"Tenka Goken",斬,10,
8427,"Gewitterstoß",斬,10,
8428,"Gewitterstoß",斬,10,
8429,"Mijingiri",,10,
8430,"Mijingiri",斬,10,
8431,"Hissatsu: Gyoten",,10,
8432,"Hissatsu: Gyoten",斬,10,
8433,"Hissatsu: Kyuten",斬,10,
8434,"Mijingiri",,10,
8435,"Mijingiri",斬,10,
8436,"Sengender Neumond",,10,
8437,"Sengender Neumond",魔法,10,
8438,"Ugetsu-Schnitt",,10,
8439,"Ugetsu-Schnitt",斬,10,
8440,"Ugetsu-Schnitt",斬,10,
8441,"Ugetsu-Schnitt",斬,10,
8442,"Ugetsu-Schnitt",斬,10,
8443,"Wildes Yukikaze",,10,
8444,"Wildes Gekko",,10,
8445,"Wildes Kasha",,10,
8446,"Wildes Yukikaze",斬,10,
8447,"Wildes Gekko",斬,10,
8448,"Wildes Kasha",斬,10,
8449,"Weißfang",,0,
8450,"Drachenseele",魔法,0,
8451,"Reich der Toten",魔法,0,
8452,"Spiralhölle",,0,
8453,"Spiralhölle",魔法,0,
8454,"Dunkelung",魔法,150,
8455,"Plan B",,0,
8456,"Frontalkick",打,0,
8457,"Guillotine",,25,
8458,"Schatten des Todes",,0,
8459,"Schatten des Todes",魔法,0,
8460,"Dunkle Kette",魔法,0,
8461,"Exekution",魔法,0,
8462,"Dunkler Tanz",斬,0,
8463,"Aufruhr",,0,
8464,"Dunkelung",魔法,30,
8465,"Umkehrung",魔法,0,
8466,"Vita",魔法,0,
8467,"Vitra",魔法,0,
8468,"Vitaga",,0,
8469,"Vitaga",魔法,0,
8470,"Vitaga",,0,
8471,"Vitaga",,0,
8472,"Ätherböe",魔法,0,
8473,"",,0,
8474,"Heiliger Hieb",斬,0,
8475,"Heilige Geißel",斬,0,
8476,"Heilige Klinge",斬,0,
8477,"Spiralhimmel",,0,
8478,"Spiralhimmel",魔法,0,
8479,"Saat des Urteils",,0,
8480,"Saat des Urteils",魔法,0,
8481,"Urteil",突,0,
8482,"Geweihter Angriff",斬,0,
8483,"Sturmlauf",打,0,
8484,"Umsturz",打,0,
8485,"Destruktion",,0,
8486,"Todesgriff",魔法,0,
8487,"Energieaufladung",,0,
8488,"",,0,
8489,"Destruktion",魔法,0,
8490,"Klingenrotation",打,0,
8491,"Klingenrotation",打,0,
8492,"Verschlimmertes Leid",打,0,
8493,"Verschärfte Erhebung",打,0,
8494,"Verstärkte Sprengung",打,120,
8495,"Feuerbombe",魔法,0,
8496,"Ätherfunken",魔法,80,
8497,"Tornado",魔法,120,
8498,"Courage",,0,
8499,"Flamme",魔法,300,
8500,"Hydrieren",魔法,60,
8501,"Attacke",突,0,
8502,"Amorpher Applaus",打,0,
8503,"Magitek-Laser",魔法,0,
8504,"Magitek-Rakete",魔法,0,
8505,"Wasserbombe",魔法,120,
8506,"Strudel",魔法,0,
8507,"Geheul",,60,
8508,"Phlebotomie",突,60,
8509,"Lebenspuls",魔法,0,
8510,"Phönixfänger",突,60,
8511,"",,0,
8512,"",,0,
8513,"Makibishi",斬,0,
8514,"",,0,
8515,"Gegengift",魔法,600,
8516,"Attacke",斬,30,
8517,"Vril",,30,
8518,"Vril",魔法,0,
8519,"Stotram",魔法,0,
8520,"Chanchala",,0,
8521,"Göttliche Leugnung",魔法,0,
8522,"Göttliche Bestürzung",魔法,0,
8523,"Göttliche Lockung",魔法,0,
8524,"Hand der Anmut",,0,
8525,"Hand der Schönheit",,0,
8526,"Anziehender Arm",,0,
8527,"Heiliger Pfeil",魔法,0,
8528,"Heiliger Pfeil",魔法,0,
8529,"Speer der Gnade",魔法,0,
8530,"Speer der Gnade",魔法,0,
8531,"ラクシュミスタンド：手をかざす：極",,0,
8532,"Speer der Gnade",魔法,0,
8533,"Leidenschaft des Lands",,0,
8534,"Speer der Gnade",魔法,0,
8535,"",魔法,0,
8536,"Ätherabsorption",魔法,0,
8537,"Lockende Umarmung",,0,
8538,"Pfad des Lichts",魔法,0,
8539,"Pfad des Lichts",魔法,0,
8540,"Flut des Lichts",魔法,0,
8541,"Flut des Lichts",魔法,0,
8542,"Strom des Lichts",魔法,0,
8543,"Strom des Lichts",魔法,0,
8544,"Rüsselknute",打,80,
8545,"Steinzeitstein",魔法,400,
8546,"Wollige Inspiration",,300,
8547,"Donnerzahn",打,0,
8548,"Kolossgalopp",打,0,
8549,"Prähistorisches Tröten",魔法,300,
8550,"Speer der Gnade",魔法,0,
8551,"Statische Ladung",,200,
8552,"Eisige Ladung",,200,
8553,"Fühlerstoß",打,80,
8554,"Zigtausend Donner",魔法,180,
8555,"Eiszeit",魔法,400,
8556,"Tentakel",打,100,
8557,"Geflüsterter Fluch",魔法,200,
8558,"Donnerkeil",魔法,0,
8559,"Fetzenreißer",打,0,
8560,"Absorption",,0,
8561,"Meteoreinschlag",魔法,5,
8562,"Leere Hand",打,0,
8563,"Massiver Stein",魔法,30,
8564,"Allagisches Megaflare",魔法,0,
8565,"Allagischer Megaflare-Schlag",魔法,0,
8566,"Künstliche Trance",,300,
8567,"Enthülsen",打,0,
8568,"Doppelschwinge",打,0,
8569,"Großschwert",斬,140,
8570,"Exhaustor",魔法,140,
8571,"Flammensturm",魔法,140,
8572,"Garleisches Feuer",魔法,0,
8573,"Bohrkanone",突,140,
8574,"Überladung",魔法,140,
8575,"Wilder Ansturm",打,140,
8576,"Photonenstrom",魔法,30,
8577,"Magitek-Kanone",魔法,100,
8578,"Tenka Goken",斬,60,
8579,"Magitek-Kanone",魔法,140,
8580,"Diffraktiver Laser",魔法,140,
8581,"Raketenwerfer",魔法,300,
8582,"Morgenstern",魔法,0,
8583,"Abendstern",魔法,0,
8584,"Panzerschock",打,140,
8585,"Kesagiri",斬,120,
8586,"Ausbruch",魔法,200,
8587,"Flut",魔法,300,
8588,"Ame no Murakumo",魔法,0,
8589,"Höllenhammer",魔法,0,
8590,"Kreisfeger",斬,120,
8591,"Entfesseltes Schwert",魔法,300,
8592,"Allagisches Biora",魔法,50,
8593,"Allagischer Pesthauch",魔法,50,
8594,"Allagisches Ruinga",魔法,30,
8595,"Tschinelle",打,200,
8596,"Dreizack",突,120,
8597,"Kribbeln",魔法,200,
8598,"Wegfetzen",打,250,
8599,"Verwirbeln",打,150,
8600,"1000 Stacheln",突,200,
8601,"Geheul",,60,
8602,"Zerreißen",斬,80,
8603,"Iai",斬,200,
8604,"Phlebotomie",突,80,
8605,"Verbeißen",突,200,
8606,"Phönixfänger",突,80,
8607,"Todessalve",突,200,
8608,"Läppchenläufer",打,120,
8609,"Messerzahn",斬,80,
8610,"Wasserstoß",魔法,200,
8611,"Scherenlauf",打,120,
8612,"Schwemme",打,300,
8613,"Siedender Atem",魔法,300,
8614,"Balsamierender Atem",魔法,200,
8615,"Kreuzattacke",打,80,
8616,"Schmutzige Klaue",打,60,
8617,"Tobender Tornado",魔法,120,
8618,"Zottel-Randale",打,80,
8619,"Sandteufel",魔法,80,
8620,"1000 Spitzen",突,180,
8621,"Hauptströmung",魔法,120,
8622,"Siebenwelle",魔法,300,
8623,"Schaumstrahl",,25,
8624,"Magitek-Puls",魔法,60,
8625,"Magitek-Blitz",魔法,60,
8626,"Fühlerstoß",打,80,
8627,"Hundertdonner",魔法,200,
8628,"Blenden",斬,80,
8629,"Feuerring",魔法,200,
8630,"Feder-Filo",突,120,
8631,"Seitsprung",魔法,200,
8632,"Familiar",魔法,0,
8633,"Vitaga",,0,
8634,"",,0,
8635,"Vitaka",魔法,0,
8636,"Vitaga",魔法,0,
8637,"Vigra",魔法,0,
8638,"Vigra",,0,
8639,"",,0,
8640,"Ätherochemische Explosion",魔法,0,
8641,"Flammensturm",魔法,140,
8642,"Arashi no Maiogi",,10,
8643,"Arashi no Kiku",,10,
8644,"Doppelschwinge",打,0,
